seed,episode,soups,sampled_roles,teacher_roles,evolving_roles,static_roles
4,108,0.0,2-1-1,0-1-2,0-1-2,0-0-1
4,109,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,110,3.0,2-0-2,0-1-2,0-1-2,1-0-1
4,111,6.0,2-0-1,0-1-2,0-1-2,1-0-1
4,112,3.0,2-0-2,0-1-2,0-1-2,1-0-1
4,113,0.0,0-1-0,0-1-2,0-1-2,1-0-1
4,114,6.0,2-1-0,0-2-1,0-1-2,0-0-1
4,115,6.0,1-0-2,0-1-2,0-1-2,1-0-1
4,116,0.0,0-0-2,0-1-2,0-1-2,1-0-1
4,117,0.0,1-0-0,0-1-2,0-1-2,1-0-1
4,118,0.0,0-1-1,0-1-2,0-1-2,1-0-1
4,119,1.0,0-2-0,0-1-2,0-1-2,1-0-1
4,120,0.0,0-1-1,0-1-2,0-1-2,1-0-1
4,121,6.0,2-1-0,0-1-2,0-1-2,1-0-1
4,122,3.0,2-1-2,0-2-1,0-1-2,0-0-1
4,123,4.0,2-2-0,0-1-2,0-1-2,0-0-1
4,124,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,125,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,126,0.0,0-0-2,0-1-2,0-1-2,0-0-1
4,127,6.0,1-2-0,0-1-2,0-1-2,1-0-1
4,128,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,129,0.0,0-1-1,0-2-1,0-1-2,0-0-1
4,130,6.0,0-2-1,0-1-2,0-1-2,1-0-1
4,131,6.0,1-2-0,0-1-2,0-1-2,1-0-1
4,132,0.0,1-0-1,0-1-2,0-1-2,1-0-1
4,133,3.0,2-2-0,0-1-2,0-1-2,1-0-1
4,134,0.0,0-0-1,0-1-2,0-1-2,1-0-1
4,135,0.0,2-0-1,0-1-2,0-1-2,1-0-1
4,136,0.0,1-0-1,0-1-2,0-1-2,1-0-1
4,137,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,138,0.0,1-2-1,0-1-2,0-1-2,1-0-1
4,139,4.0,2-2-1,0-1-2,0-1-2,1-0-1
4,140,4.0,2-2-1,0-1-2,0-1-2,1-0-1
4,141,0.0,0-0-0,0-1-2,0-1-2,0-0-1
4,142,2.0,0-0-2,0-2-1,0-1-2,0-0-1
4,143,0.0,1-0-0,0-2-1,0-1-2,0-0-1
4,144,4.0,2-1-2,0-1-2,0-1-2,0-0-1
4,145,0.0,0-2-0,0-2-1,0-1-2,0-0-1
4,146,4.0,2-0-0,0-1-2,0-1-2,1-0-1
4,147,0.0,2-2-0,0-1-2,0-1-2,1-0-1
4,148,6.0,1-0-2,0-2-1,0-1-2,0-0-1
4,149,6.0,1-0-2,0-1-2,0-1-2,0-0-1
4,150,0.0,0-0-0,0-1-2,0-1-2,1-0-1
4,151,0.0,0-0-0,0-1-2,0-1-2,1-0-1
4,152,0.0,1-1-1,0-1-2,0-1-2,1-0-1
4,153,0.0,2-0-0,0-1-2,0-1-2,1-0-1
4,154,3.0,0-2-2,0-1-2,0-1-2,0-0-1
4,155,6.0,2-0-1,0-2-1,0-1-2,0-0-1
4,156,4.0,1-2-1,0-1-2,0-1-2,0-0-1
4,157,0.0,1-1-1,0-1-2,0-1-2,1-0-1
4,158,6.0,0-2-1,0-1-2,0-1-2,1-0-1
4,159,0.0,0-1-2,0-2-1,0-1-2,0-0-1
4,160,4.0,1-2-1,0-1-2,0-1-2,1-0-1
4,161,0.0,1-0-1,0-2-1,0-1-2,0-0-1
4,162,0.0,1-0-0,0-2-1,0-1-2,0-0-1
4,163,4.0,1-1-2,0-1-2,0-1-2,1-0-1
4,164,0.0,1-1-2,0-1-2,0-1-2,1-0-1
4,165,0.0,1-0-0,0-1-2,0-1-2,0-0-1
4,166,0.0,0-1-2,0-2-1,0-1-2,0-0-1
4,167,0.0,1-1-0,0-2-1,0-1-2,0-0-1
4,168,3.0,2-1-2,0-1-2,0-1-2,1-0-1
4,169,0.0,2-2-0,0-1-2,0-1-2,1-0-1
4,170,0.0,0-1-0,0-1-2,0-1-2,1-0-1
4,171,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,172,6.0,2-1-0,0-1-2,0-1-2,0-0-1
4,173,1.0,0-0-2,0-1-2,0-1-2,1-0-1
4,174,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,175,0.0,1-1-1,0-1-2,0-1-2,0-0-1
4,176,4.0,2-2-0,0-1-2,0-1-2,0-0-1
4,177,3.0,1-2-2,0-1-2,0-1-2,1-0-1
4,178,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,179,6.0,1-0-2,0-2-1,0-1-2,0-0-1
4,180,4.0,1-2-2,0-1-2,0-1-2,1-0-1
4,181,3.0,1-2-2,0-1-2,0-1-2,1-0-1
4,182,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,183,0.0,1-2-0,0-1-2,0-1-2,1-0-1
4,184,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,185,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,186,0.0,0-2-2,0-1-2,0-1-2,1-0-1
4,187,4.0,1-1-2,0-1-2,0-1-2,0-0-1
4,188,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,189,4.0,2-2-1,0-1-2,0-1-2,1-0-1
4,190,0.0,0-1-2,0-2-1,0-1-2,0-0-1
4,191,6.0,1-2-0,0-1-2,0-1-2,0-0-1
4,192,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,193,6.0,0-1-2,0-1-2,0-1-2,0-0-1
4,194,6.0,0-1-2,0-1-2,0-1-2,0-0-1
4,195,0.0,0-1-2,0-2-1,0-1-2,0-0-1
4,196,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,197,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,198,6.0,2-0-1,0-1-2,0-1-2,0-0-1
4,199,0.0,2-1-0,0-1-2,0-1-2,1-0-1
4,200,4.0,1-2-1,0-1-2,0-1-2,1-0-1
4,201,1.0,0-0-2,0-1-2,0-1-2,1-0-1
4,202,0.0,2-0-1,0-1-2,0-1-2,1-0-1
4,203,4.0,1-2-2,0-1-2,0-1-2,0-0-1
4,204,3.0,2-2-1,0-1-2,0-1-2,0-0-1
4,205,6.0,0-1-2,0-1-2,0-1-2,0-0-1
4,206,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,207,6.0,0-1-2,0-1-2,0-1-2,0-0-1
4,208,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,209,6.0,1-2-0,0-1-2,0-1-2,1-0-1
4,210,0.0,1-0-0,0-1-2,0-1-2,0-0-1
4,211,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,212,0.0,0-1-1,0-1-2,0-1-2,1-0-1
4,213,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,214,6.0,0-1-2,0-1-2,0-1-2,0-0-1
4,215,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,216,0.0,0-0-0,0-1-2,0-1-2,1-0-1
4,217,6.0,2-0-1,0-1-2,0-1-2,1-0-1
4,218,4.0,1-1-2,0-1-2,0-1-2,1-0-1
4,219,4.0,1-2-2,0-1-2,0-1-2,0-0-1
4,220,0.0,0-1-2,0-2-1,0-1-2,0-0-1
4,221,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,222,6.0,1-2-0,0-1-2,0-1-2,1-0-1
4,223,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,224,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,225,6.0,1-0-2,0-1-2,0-1-2,0-0-1
4,226,6.0,1-2-0,0-2-1,0-1-2,0-0-1
4,227,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,228,0.0,0-0-0,0-1-2,0-1-2,1-0-1
4,229,6.0,0-1-2,0-1-2,0-1-2,0-0-1
4,230,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,231,4.0,1-2-2,0-2-1,0-1-2,0-0-1
4,232,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,233,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,234,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,235,4.0,2-0-2,0-1-2,0-1-2,1-0-1
4,236,0.0,0-1-2,0-2-1,0-1-2,0-0-1
4,237,0.0,0-1-2,0-2-1,0-1-2,0-0-1
4,238,0.0,0-1-2,0-2-1,0-1-2,0-0-1
4,239,6.0,0-1-2,0-1-2,0-1-2,0-0-1
4,240,0.0,0-1-2,0-2-1,0-1-2,0-0-1
4,241,2.0,0-0-2,0-2-1,0-1-2,0-0-1
4,242,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,243,0.0,2-0-0,0-1-2,0-1-2,1-0-1
4,244,6.0,1-2-0,0-1-2,0-1-2,1-0-1
4,245,4.0,1-2-2,0-2-1,0-2-2,0-0-1
4,246,6.0,0-1-2,0-1-2,0-1-2,0-0-1
4,247,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,248,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,249,0.0,0-2-2,0-1-2,0-2-2,1-0-1
4,250,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,251,6.0,2-0-1,0-2-1,0-2-2,0-0-1
4,252,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,253,3.0,0-2-2,0-2-1,0-2-2,0-0-1
4,254,0.0,0-2-2,0-1-2,0-2-2,1-0-1
4,255,0.0,1-2-1,0-1-2,0-1-2,1-0-1
4,256,4.0,1-1-2,0-2-1,0-2-2,0-0-1
4,257,0.0,0-1-1,0-2-1,0-2-2,0-0-1
4,258,0.0,0-2-2,0-1-2,0-2-2,1-0-1
4,259,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,260,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,261,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,262,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,263,3.0,0-2-2,0-2-1,0-2-2,0-0-1
4,264,0.0,1-2-1,0-1-2,0-1-2,1-0-1
4,265,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,266,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,267,3.0,0-2-2,0-2-1,0-2-2,0-0-1
4,268,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,269,6.0,1-2-0,0-1-2,0-1-2,1-0-1
4,270,0.0,2-2-2,0-1-2,0-1-2,1-0-1
4,271,0.0,0-1-2,0-2-1,0-1-2,0-0-1
4,272,6.0,0-1-2,0-1-2,0-1-2,0-0-1
4,273,0.0,0-1-0,0-1-2,0-1-2,1-0-1
4,274,0.0,0-1-2,0-2-1,0-1-2,0-0-1
4,275,6.0,0-1-2,0-1-2,0-1-2,0-0-1
4,276,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,277,0.0,0-1-2,0-2-1,0-1-2,0-0-1
4,278,6.0,0-1-2,0-1-2,0-1-2,0-0-1
4,279,3.0,2-2-0,0-1-2,0-1-2,1-0-1
4,280,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,281,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,282,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,283,0.0,1-0-0,0-1-2,0-1-2,1-0-1
4,284,4.0,2-1-2,0-1-2,0-1-2,1-0-1
4,285,0.0,0-1-2,0-2-1,0-1-2,0-0-1
4,286,0.0,0-1-2,0-2-1,0-1-2,0-0-1
4,287,0.0,1-1-1,0-2-1,0-1-2,0-0-1
4,288,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,289,0.0,0-1-2,0-2-1,0-1-2,0-0-1
4,290,6.0,0-1-2,0-1-2,0-2-2,1-0-1
4,291,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,292,0.0,1-0-0,0-1-2,0-1-2,0-0-1
4,293,0.0,0-1-1,0-1-2,0-1-2,0-0-1
4,294,4.0,2-1-1,0-1-2,0-1-2,1-0-1
4,295,0.0,0-2-2,0-1-2,0-2-2,1-0-1
4,296,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,297,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,298,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,299,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,300,6.0,0-1-2,0-1-2,0-1-2,0-0-1
4,301,6.0,0-1-2,0-1-2,0-1-2,0-0-1
4,302,0.0,0-0-1,0-1-2,0-1-2,0-0-1
4,303,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,304,6.0,0-2-1,0-1-2,0-1-2,1-0-1
4,305,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,306,0.0,2-2-0,0-1-2,0-1-2,1-0-1
4,307,4.0,2-1-2,0-1-2,0-1-2,1-0-1
4,308,6.0,0-1-2,0-1-2,0-1-2,0-0-1
4,309,0.0,0-1-2,0-2-1,0-1-2,0-0-1
4,310,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,311,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,312,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,313,4.0,2-2-1,0-1-2,0-1-2,1-0-1
4,314,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,315,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,316,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,317,6.0,0-1-2,0-1-2,0-1-2,0-0-1
4,318,0.0,0-1-2,0-2-1,0-1-2,0-0-1
4,319,6.0,0-1-2,0-1-2,0-1-2,0-0-1
4,320,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,321,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,322,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,323,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,324,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,325,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,326,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,327,6.0,0-1-2,0-1-2,0-1-2,0-0-1
4,328,6.0,0-1-2,0-1-2,0-1-2,0-0-1
4,329,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,330,0.0,0-1-2,0-2-1,0-1-2,0-0-1
4,331,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,332,6.0,1-0-2,0-1-2,0-1-2,0-0-1
4,333,4.0,1-2-2,0-1-2,0-1-2,1-0-1
4,334,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,335,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,336,0.0,0-1-2,0-2-1,0-1-2,0-0-1
4,337,6.0,0-1-2,0-1-2,0-1-2,0-0-1
4,338,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,339,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,340,6.0,0-1-2,0-1-2,0-1-2,0-0-1
4,341,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,342,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,343,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,344,0.0,0-0-1,0-1-2,0-1-2,0-0-1
4,345,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,346,0.0,0-1-2,0-2-1,0-1-2,0-0-1
4,347,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,348,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,349,0.0,0-1-2,0-2-1,0-1-2,0-0-1
4,350,0.0,0-1-2,0-2-1,0-1-2,0-0-1
4,351,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,352,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,353,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,354,3.0,0-2-2,0-2-1,0-2-2,0-0-1
4,355,6.0,0-1-2,0-1-2,0-1-2,1-0-1
4,356,0.0,2-2-2,0-1-2,0-1-2,1-0-1
4,357,0.0,0-2-2,0-1-2,0-2-2,1-0-1
4,358,6.0,0-1-2,0-1-2,0-1-2,0-0-1
4,359,6.0,0-1-2,0-1-2,0-1-2,1-0-1
