window_start,window_end,condition,episodes,team_reward,intent_accuracy,distinct_targets,planner_reliability
0,99,dynamic_etm,500,0.33333333333333326,0.46599999999999997,1.006,1.0
0,99,frozen_etm,500,0.33333333333333326,0.46599999999999997,1.006,1.0
0,99,no_model,500,0.33333333333333326,0.234,1.0,1.0
100,199,dynamic_etm,500,0.33333333333333326,0.5213333333333332,1.0,1.0
100,199,frozen_etm,500,0.33333333333333326,0.5213333333333332,1.0,1.0
100,199,no_model,500,0.33333333333333326,0.2326666666666667,1.0,1.0
200,299,dynamic_etm,500,0.33333333333333326,0.5873333333333334,1.0,1.0
200,299,frozen_etm,500,0.33333333333333326,0.5873333333333334,1.0,1.0
200,299,no_model,500,0.33333333333333326,0.2273333333333333,1.0,1.0
