seed,episode,soups,sampled_roles,teacher_roles,evolving_roles,static_roles
1,301,6.0,0-1-2,0-1-2,0-1-2,2-2-0
1,302,0.0,0-1-2,0-2-1,0-1-2,2-2-0
1,303,0.0,0-1-2,0-2-1,0-1-2,2-2-0
1,304,6.0,0-1-2,0-1-2,0-1-2,2-2-0
1,305,6.0,0-1-2,0-1-2,0-1-2,2-2-0
1,306,0.0,0-1-2,0-2-1,0-1-2,2-2-0
1,307,6.0,0-1-2,0-1-2,0-1-2,2-2-0
1,308,0.0,0-1-2,0-2-1,0-1-2,2-2-0
1,309,0.0,2-1-1,0-1-2,0-1-2,2-2-0
1,310,6.0,0-1-2,0-1-2,0-1-2,2-2-0
1,311,6.0,0-1-2,0-1-2,0-1-2,2-2-0
1,312,0.0,0-1-2,0-2-1,0-1-2,2-2-0
1,313,1.0,0-2-0,0-1-2,0-1-2,2-2-0
1,314,6.0,0-1-2,0-1-2,0-1-2,2-2-0
1,315,0.0,1-1-1,0-1-2,0-1-2,2-2-0
1,316,0.0,0-1-2,0-2-1,0-2-2,2-2-0
1,317,0.0,1-1-0,0-1-2,0-1-2,2-2-0
1,318,6.0,0-1-2,0-1-2,0-1-2,2-2-0
1,319,6.0,0-1-2,0-1-2,0-1-2,2-2-0
1,320,6.0,0-1-2,0-1-2,0-1-2,2-2-0
1,321,3.0,0-2-2,0-2-1,0-2-2,2-2-0
1,322,3.0,0-2-2,0-2-1,0-2-2,2-2-0
1,323,6.0,0-1-2,0-1-2,0-1-2,2-2-0
1,324,6.0,0-1-2,0-1-2,0-1-2,2-2-0
1,325,6.0,2-0-1,0-1-2,0-1-2,2-2-0
1,326,3.0,0-2-2,0-2-1,0-2-2,2-2-0
1,327,6.0,0-1-2,0-1-2,0-1-2,2-2-0
1,328,6.0,0-1-2,0-1-2,0-1-2,2-2-0
1,329,6.0,0-1-2,0-1-2,0-1-2,2-2-0
1,330,0.0,0-2-2,0-1-2,0-2-2,2-2-0
1,331,6.0,0-1-2,0-1-2,0-1-2,2-2-0
1,332,0.0,0-2-2,0-1-2,0-1-2,2-2-0
1,333,0.0,0-0-0,0-1-2,0-1-2,2-2-0
1,334,0.0,0-1-2,0-2-1,0-1-2,2-2-0
1,335,6.0,0-1-2,0-1-2,0-1-2,2-2-0
1,336,4.0,2-1-1,0-1-2,0-1-2,2-2-0
1,337,6.0,0-1-2,0-1-2,0-1-2,2-2-0
1,338,6.0,0-1-2,0-1-2,0-1-2,2-2-0
1,339,6.0,0-1-2,0-1-2,0-1-2,2-2-0
1,340,6.0,0-1-2,0-1-2,0-1-2,2-2-0
1,341,0.0,0-1-2,0-2-1,0-1-2,2-2-0
1,342,6.0,0-1-2,0-1-2,0-1-2,2-2-0
1,343,6.0,0-1-2,0-1-2,0-1-2,2-2-0
1,344,6.0,0-1-2,0-1-2,0-1-2,2-2-0
1,345,0.0,0-1-2,0-2-1,0-1-2,2-2-0
1,346,0.0,0-1-2,0-2-1,0-1-2,2-2-0
1,347,6.0,0-1-2,0-1-2,0-1-2,2-2-0
1,348,6.0,0-1-2,0-1-2,0-1-2,2-2-0
1,349,6.0,0-1-2,0-1-2,0-1-2,2-2-0
1,350,6.0,0-1-2,0-1-2,0-1-2,2-2-0
1,351,6.0,0-1-2,0-1-2,0-1-2,2-2-0
1,352,6.0,0-1-2,0-1-2,0-1-2,2-2-0
1,353,6.0,0-1-2,0-1-2,0-1-2,2-2-0
1,354,6.0,0-1-2,0-1-2,0-1-2,2-2-0
1,355,6.0,0-1-2,0-1-2,0-1-2,2-2-0
1,356,6.0,0-1-2,0-1-2,0-1-2,2-2-0
1,357,6.0,0-1-2,0-1-2,0-1-2,2-2-0
1,358,6.0,0-1-2,0-1-2,0-1-2,2-2-0
1,359,6.0,0-1-2,0-1-2,0-1-2,2-2-0
