seed,checkpoint,eval_case,learned_soups,static_soups,teacher_soups,learned_roles,static_roles,teacher_roles,agent_0_agrees,agent_1_agrees,agent_2_agrees,agent_0_hybrid_soups,agent_1_hybrid_soups,agent_2_hybrid_soups
2,80,0,6.0,0.0,6.0,1-0-2,1-2-0,1-0-2,1,1,1,6.0,6.0,6.0
2,80,1,6.0,0.0,6.0,1-0-2,1-2-1,1-0-2,1,1,1,6.0,6.0,6.0
2,80,2,6.0,0.0,6.0,1-0-2,1-2-0,1-0-2,1,1,1,6.0,6.0,6.0
2,80,3,6.0,6.0,6.0,1-0-2,1-2-0,1-0-2,1,1,1,6.0,6.0,6.0
2,80,4,6.0,0.0,6.0,1-0-2,1-2-0,1-0-2,1,1,1,6.0,6.0,6.0
2,80,5,6.0,0.0,6.0,1-0-2,1-2-0,1-0-2,1,1,1,6.0,6.0,6.0
2,80,6,6.0,6.0,6.0,1-0-2,1-2-0,1-0-2,1,1,1,6.0,6.0,6.0
2,80,7,6.0,6.0,6.0,1-0-2,1-2-0,0-2-1,0,0,0,4.0,0.0,0.0
2,80,8,6.0,4.0,6.0,1-0-2,1-2-1,1-0-2,1,1,1,6.0,6.0,6.0
2,80,9,0.0,6.0,6.0,1-0-2,1-2-0,0-1-2,0,0,1,4.0,2.0,6.0
2,80,10,6.0,0.0,6.0,1-0-2,1-2-1,1-0-2,1,1,1,6.0,6.0,6.0
2,80,11,6.0,0.0,6.0,1-0-2,1-2-1,1-0-2,1,1,1,6.0,6.0,6.0
2,120,0,6.0,0.0,6.0,0-1-2,1-2-0,0-1-2,1,1,1,6.0,6.0,6.0
2,120,1,0.0,0.0,6.0,0-0-2,1-2-1,1-0-2,0,1,1,0.0,6.0,6.0
2,120,2,6.0,0.0,6.0,0-1-2,1-2-0,0-1-2,1,1,1,6.0,6.0,6.0
2,120,3,3.0,6.0,6.0,0-2-2,1-2-0,0-2-1,1,1,0,6.0,6.0,3.0
2,120,4,6.0,0.0,6.0,0-1-2,1-2-0,0-1-2,1,1,1,6.0,6.0,6.0
2,120,5,6.0,0.0,6.0,0-1-2,1-2-0,0-1-2,1,1,1,6.0,6.0,6.0
2,120,6,3.0,6.0,6.0,0-2-2,1-2-0,0-2-1,1,1,0,6.0,6.0,3.0
2,120,7,0.0,6.0,6.0,0-2-2,1-2-0,0-2-1,1,1,0,6.0,6.0,0.0
2,120,8,6.0,4.0,6.0,0-1-2,1-2-1,0-1-2,1,1,1,6.0,6.0,6.0
2,120,9,2.0,6.0,6.0,0-0-2,1-2-0,0-1-2,1,0,1,6.0,2.0,6.0
2,120,10,0.0,0.0,6.0,0-0-2,1-2-1,1-0-2,0,1,1,0.0,6.0,6.0
2,120,11,0.0,0.0,6.0,0-0-2,1-2-1,1-0-2,0,1,1,0.0,6.0,6.0
2,160,0,6.0,0.0,6.0,0-1-2,1-2-0,0-1-2,1,1,1,6.0,6.0,6.0
2,160,1,6.0,0.0,6.0,0-1-2,1-2-1,0-1-2,1,1,1,6.0,6.0,6.0
2,160,2,6.0,0.0,6.0,0-1-2,1-2-0,0-1-2,1,1,1,6.0,6.0,6.0
2,160,3,0.0,6.0,6.0,0-1-2,1-2-0,0-2-1,1,0,0,6.0,0.0,3.0
2,160,4,6.0,0.0,6.0,0-1-2,1-2-0,0-1-2,1,1,1,6.0,6.0,6.0
2,160,5,6.0,0.0,6.0,0-1-2,1-2-0,0-1-2,1,1,1,6.0,6.0,6.0
2,160,6,0.0,6.0,6.0,0-1-2,1-2-0,0-2-1,1,0,0,6.0,0.0,3.0
2,160,7,6.0,6.0,6.0,0-1-2,1-2-0,0-1-2,1,1,1,6.0,6.0,6.0
2,160,8,6.0,4.0,6.0,0-1-2,1-2-1,0-1-2,1,1,1,6.0,6.0,6.0
2,160,9,6.0,6.0,6.0,0-1-2,1-2-0,0-1-2,1,1,1,6.0,6.0,6.0
2,160,10,6.0,0.0,6.0,0-1-2,1-2-1,0-1-2,1,1,1,6.0,6.0,6.0
2,160,11,6.0,0.0,6.0,0-1-2,1-2-1,0-1-2,1,1,1,6.0,6.0,6.0
2,200,0,6.0,0.0,6.0,0-1-2,1-2-0,0-1-2,1,1,1,6.0,6.0,6.0
2,200,1,6.0,0.0,6.0,0-1-2,1-2-1,0-1-2,1,1,1,6.0,6.0,6.0
2,200,2,6.0,0.0,6.0,0-1-2,1-2-0,0-1-2,1,1,1,6.0,6.0,6.0
2,200,3,0.0,6.0,6.0,0-1-2,1-2-0,0-2-1,1,0,0,6.0,0.0,3.0
2,200,4,6.0,0.0,6.0,0-1-2,1-2-0,0-1-2,1,1,1,6.0,6.0,6.0
2,200,5,6.0,0.0,6.0,0-1-2,1-2-0,0-1-2,1,1,1,6.0,6.0,6.0
2,200,6,0.0,6.0,6.0,0-1-2,1-2-0,0-2-1,1,0,0,6.0,0.0,3.0
2,200,7,6.0,6.0,6.0,0-1-2,1-2-0,0-1-2,1,1,1,6.0,6.0,6.0
2,200,8,6.0,4.0,6.0,0-1-2,1-2-1,0-1-2,1,1,1,6.0,6.0,6.0
2,200,9,6.0,6.0,6.0,0-1-2,1-2-0,0-1-2,1,1,1,6.0,6.0,6.0
2,200,10,6.0,0.0,6.0,0-1-2,1-2-1,0-1-2,1,1,1,6.0,6.0,6.0
2,200,11,6.0,0.0,6.0,0-1-2,1-2-1,0-1-2,1,1,1,6.0,6.0,6.0
2,240,0,6.0,0.0,6.0,0-1-2,1-2-0,0-1-2,1,1,1,6.0,6.0,6.0
2,240,1,6.0,0.0,6.0,0-1-2,1-2-1,0-1-2,1,1,1,6.0,6.0,6.0
2,240,2,6.0,0.0,6.0,0-1-2,1-2-0,0-1-2,1,1,1,6.0,6.0,6.0
2,240,3,0.0,6.0,6.0,0-1-2,1-2-0,0-2-1,1,0,0,6.0,0.0,3.0
2,240,4,6.0,0.0,6.0,0-1-2,1-2-0,0-1-2,1,1,1,6.0,6.0,6.0
2,240,5,6.0,0.0,6.0,0-1-2,1-2-0,0-1-2,1,1,1,6.0,6.0,6.0
2,240,6,0.0,6.0,6.0,0-1-2,1-2-0,0-2-1,1,0,0,6.0,0.0,3.0
2,240,7,6.0,6.0,6.0,0-1-2,1-2-0,0-1-2,1,1,1,6.0,6.0,6.0
2,240,8,6.0,4.0,6.0,0-1-2,1-2-1,0-1-2,1,1,1,6.0,6.0,6.0
2,240,9,6.0,6.0,6.0,0-1-2,1-2-0,0-1-2,1,1,1,6.0,6.0,6.0
2,240,10,6.0,0.0,6.0,0-1-2,1-2-1,0-1-2,1,1,1,6.0,6.0,6.0
2,240,11,6.0,0.0,6.0,0-1-2,1-2-1,0-1-2,1,1,1,6.0,6.0,6.0
2,280,0,6.0,0.0,6.0,0-1-2,1-2-0,0-1-2,1,1,1,6.0,6.0,6.0
2,280,1,6.0,0.0,6.0,0-1-2,1-2-1,0-1-2,1,1,1,6.0,6.0,6.0
2,280,2,6.0,0.0,6.0,0-1-2,1-2-0,0-1-2,1,1,1,6.0,6.0,6.0
2,280,3,3.0,6.0,6.0,0-2-2,1-2-0,0-2-1,1,1,0,6.0,6.0,3.0
2,280,4,6.0,0.0,6.0,0-1-2,1-2-0,0-1-2,1,1,1,6.0,6.0,6.0
2,280,5,6.0,0.0,6.0,0-1-2,1-2-0,0-1-2,1,1,1,6.0,6.0,6.0
2,280,6,3.0,6.0,6.0,0-2-2,1-2-0,0-2-1,1,1,0,6.0,6.0,3.0
2,280,7,0.0,6.0,6.0,0-2-2,1-2-0,0-1-2,1,0,1,6.0,0.0,6.0
2,280,8,6.0,4.0,6.0,0-1-2,1-2-1,0-1-2,1,1,1,6.0,6.0,6.0
2,280,9,6.0,6.0,6.0,0-1-2,1-2-0,0-1-2,1,1,1,6.0,6.0,6.0
2,280,10,6.0,0.0,6.0,0-1-2,1-2-1,0-1-2,1,1,1,6.0,6.0,6.0
2,280,11,6.0,0.0,6.0,0-1-2,1-2-1,0-1-2,1,1,1,6.0,6.0,6.0
2,320,0,6.0,0.0,6.0,0-1-2,1-2-0,0-1-2,1,1,1,6.0,6.0,6.0
2,320,1,6.0,0.0,6.0,0-1-2,1-2-1,0-1-2,1,1,1,6.0,6.0,6.0
2,320,2,6.0,0.0,6.0,0-1-2,1-2-0,0-1-2,1,1,1,6.0,6.0,6.0
2,320,3,0.0,6.0,6.0,0-1-2,1-2-0,0-2-1,1,0,0,6.0,0.0,3.0
2,320,4,6.0,0.0,6.0,0-1-2,1-2-0,0-1-2,1,1,1,6.0,6.0,6.0
2,320,5,6.0,0.0,6.0,0-1-2,1-2-0,0-1-2,1,1,1,6.0,6.0,6.0
2,320,6,0.0,6.0,6.0,0-1-2,1-2-0,0-2-1,1,0,0,6.0,0.0,3.0
2,320,7,6.0,6.0,6.0,0-1-2,1-2-0,0-1-2,1,1,1,6.0,6.0,6.0
2,320,8,6.0,4.0,6.0,0-1-2,1-2-1,0-1-2,1,1,1,6.0,6.0,6.0
2,320,9,6.0,6.0,6.0,0-1-2,1-2-0,0-1-2,1,1,1,6.0,6.0,6.0
2,320,10,6.0,0.0,6.0,0-1-2,1-2-1,0-1-2,1,1,1,6.0,6.0,6.0
2,320,11,6.0,0.0,6.0,0-1-2,1-2-1,0-1-2,1,1,1,6.0,6.0,6.0
2,360,0,6.0,0.0,6.0,0-1-2,1-2-0,0-1-2,1,1,1,6.0,6.0,6.0
2,360,1,6.0,0.0,6.0,0-1-2,1-2-1,0-1-2,1,1,1,6.0,6.0,6.0
2,360,2,6.0,0.0,6.0,0-1-2,1-2-0,0-1-2,1,1,1,6.0,6.0,6.0
2,360,3,3.0,6.0,6.0,0-2-2,1-2-0,0-2-1,1,1,0,6.0,6.0,3.0
2,360,4,6.0,0.0,6.0,0-1-2,1-2-0,0-1-2,1,1,1,6.0,6.0,6.0
2,360,5,6.0,0.0,6.0,0-1-2,1-2-0,0-1-2,1,1,1,6.0,6.0,6.0
2,360,6,3.0,6.0,6.0,0-2-2,1-2-0,0-2-1,1,1,0,6.0,6.0,3.0
2,360,7,0.0,6.0,6.0,0-2-2,1-2-0,0-1-2,1,0,1,6.0,0.0,6.0
2,360,8,6.0,4.0,6.0,0-1-2,1-2-1,0-1-2,1,1,1,6.0,6.0,6.0
2,360,9,6.0,6.0,6.0,0-1-2,1-2-0,0-1-2,1,1,1,6.0,6.0,6.0
2,360,10,6.0,0.0,6.0,0-1-2,1-2-1,0-1-2,1,1,1,6.0,6.0,6.0
2,360,11,6.0,0.0,6.0,0-1-2,1-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,0,0,6.0,6.0,,0-2-1,0-2-1,,,,,,,
3,0,1,0.0,0.0,,0-2-1,0-2-1,,,,,,,
3,0,2,6.0,6.0,,0-2-1,0-2-1,,,,,,,
3,0,3,6.0,6.0,,0-2-1,0-2-1,,,,,,,
3,0,4,6.0,6.0,,0-2-1,0-2-1,,,,,,,
3,0,5,0.0,0.0,,0-2-1,0-2-1,,,,,,,
3,0,6,6.0,6.0,,0-2-1,0-2-1,,,,,,,
3,0,7,6.0,6.0,,0-2-1,0-2-1,,,,,,,
3,0,8,6.0,6.0,,0-2-1,0-2-1,,,,,,,
3,0,9,6.0,6.0,,0-2-1,0-2-1,,,,,,,
3,0,10,0.0,0.0,,0-2-1,0-2-1,,,,,,,
3,0,11,6.0,6.0,,0-2-1,0-2-1,,,,,,,
3,40,0,6.0,6.0,6.0,0-2-1,0-2-1,0-2-1,1,1,1,6.0,6.0,6.0
3,40,1,0.0,0.0,6.0,0-2-1,0-2-1,0-1-2,1,0,0,6.0,3.0,0.0
3,40,2,6.0,6.0,6.0,0-2-1,0-2-1,1-2-0,0,1,0,0.0,6.0,4.0
3,40,3,6.0,6.0,6.0,0-2-1,0-2-1,1-2-0,0,1,0,0.0,6.0,4.0
3,40,4,6.0,6.0,6.0,0-2-1,0-2-1,0-2-1,1,1,1,6.0,6.0,6.0
3,40,5,0.0,0.0,6.0,0-2-1,0-2-1,0-1-2,1,0,0,6.0,3.0,0.0
3,40,6,6.0,6.0,6.0,0-2-1,0-2-1,0-2-1,1,1,1,6.0,6.0,6.0
3,40,7,6.0,6.0,6.0,0-2-1,0-2-1,0-1-2,1,0,0,6.0,4.0,0.0
3,40,8,6.0,6.0,6.0,0-2-1,0-2-1,0-1-2,1,0,0,6.0,4.0,0.0
3,40,9,6.0,6.0,6.0,0-2-1,0-2-1,1-2-0,0,1,0,0.0,6.0,4.0
3,40,10,0.0,0.0,6.0,0-2-1,0-2-1,0-1-2,1,0,0,6.0,3.0,0.0
3,40,11,6.0,6.0,3.0,0-2-1,0-2-1,2-2-1,0,1,1,6.0,3.0,3.0
3,80,0,6.0,6.0,6.0,0-1-2,0-2-1,0-2-1,1,0,0,6.0,0.0,4.0
3,80,1,6.0,0.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,80,2,3.0,6.0,6.0,0-2-2,0-2-1,1-2-0,0,1,0,0.0,6.0,4.0
3,80,3,3.0,6.0,6.0,0-2-2,0-2-1,1-2-0,0,1,0,0.0,6.0,4.0
3,80,4,0.0,6.0,6.0,0-2-2,0-2-1,0-2-1,1,1,0,6.0,6.0,0.0
3,80,5,6.0,0.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,80,6,0.0,6.0,6.0,0-2-2,0-2-1,0-2-1,1,1,0,6.0,6.0,0.0
3,80,7,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,80,8,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,80,9,3.0,6.0,6.0,0-2-2,0-2-1,1-2-0,0,1,0,0.0,6.0,4.0
3,80,10,6.0,0.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,80,11,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,120,0,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,120,1,6.0,0.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,120,2,0.0,6.0,6.0,0-1-2,0-2-1,1-0-2,0,0,1,2.0,4.0,6.0
3,120,3,0.0,6.0,6.0,0-1-2,0-2-1,1-0-2,0,0,1,2.0,4.0,6.0
3,120,4,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,120,5,6.0,0.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,120,6,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,120,7,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,120,8,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,120,9,0.0,6.0,6.0,0-1-2,0-2-1,1-0-2,0,0,1,2.0,4.0,6.0
3,120,10,6.0,0.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,120,11,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,160,0,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,160,1,6.0,0.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,160,2,0.0,6.0,6.0,0-1-2,0-2-1,0-2-1,1,0,0,6.0,0.0,3.0
3,160,3,0.0,6.0,6.0,0-1-2,0-2-1,0-2-1,1,0,0,6.0,0.0,3.0
3,160,4,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,160,5,6.0,0.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,160,6,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,160,7,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,160,8,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,160,9,0.0,6.0,6.0,0-1-2,0-2-1,0-2-1,1,0,0,6.0,0.0,3.0
3,160,10,6.0,0.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,160,11,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,200,0,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,200,1,6.0,0.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,200,2,0.0,6.0,6.0,0-1-2,0-2-1,0-2-1,1,0,0,6.0,0.0,3.0
3,200,3,0.0,6.0,6.0,0-1-2,0-2-1,0-2-1,1,0,0,6.0,0.0,3.0
3,200,4,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,200,5,6.0,0.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,200,6,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,200,7,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,200,8,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,200,9,0.0,6.0,6.0,0-1-2,0-2-1,0-2-1,1,0,0,6.0,0.0,3.0
3,200,10,6.0,0.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,200,11,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,240,0,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,240,1,6.0,0.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,240,2,0.0,6.0,6.0,0-1-2,0-2-1,0-2-1,1,0,0,6.0,0.0,3.0
3,240,3,0.0,6.0,6.0,0-1-2,0-2-1,0-2-1,1,0,0,6.0,0.0,3.0
3,240,4,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,240,5,6.0,0.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,240,6,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,240,7,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,240,8,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,240,9,0.0,6.0,6.0,0-1-2,0-2-1,0-2-1,1,0,0,6.0,0.0,3.0
3,240,10,6.0,0.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,240,11,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,280,0,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,280,1,6.0,0.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,280,2,0.0,6.0,6.0,0-1-2,0-2-1,0-2-1,1,0,0,6.0,0.0,3.0
3,280,3,0.0,6.0,6.0,0-1-2,0-2-1,0-2-1,1,0,0,6.0,0.0,3.0
3,280,4,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,280,5,6.0,0.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,280,6,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,280,7,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,280,8,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,280,9,0.0,6.0,6.0,0-1-2,0-2-1,0-2-1,1,0,0,6.0,0.0,3.0
3,280,10,6.0,0.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,280,11,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,320,0,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,320,1,6.0,0.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,320,2,0.0,6.0,6.0,0-1-2,0-2-1,0-2-1,1,0,0,6.0,0.0,3.0
3,320,3,0.0,6.0,6.0,0-1-2,0-2-1,0-2-1,1,0,0,6.0,0.0,3.0
3,320,4,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,320,5,6.0,0.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,320,6,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,320,7,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,320,8,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,320,9,0.0,6.0,6.0,0-1-2,0-2-1,0-2-1,1,0,0,6.0,0.0,3.0
3,320,10,6.0,0.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,320,11,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,360,0,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,360,1,6.0,0.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,360,2,0.0,6.0,6.0,0-1-2,0-2-1,0-2-1,1,0,0,6.0,0.0,3.0
3,360,3,0.0,6.0,6.0,0-1-2,0-2-1,0-2-1,1,0,0,6.0,0.0,3.0
3,360,4,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,360,5,6.0,0.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,360,6,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,360,7,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,360,8,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,360,9,0.0,6.0,6.0,0-1-2,0-2-1,0-2-1,1,0,0,6.0,0.0,3.0
3,360,10,6.0,0.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
3,360,11,6.0,6.0,6.0,0-1-2,0-2-1,0-1-2,1,1,1,6.0,6.0,6.0
