seed,episode,soups,epsilon,sampled_roles,teacher_roles,agent_0_loss,agent_1_loss,agent_2_loss
2,37,0.0,0.9072423398328691,1-0-1,1-0-2,0.8781505823135376,0.2368403971195221,0.6746169328689575
2,38,6.0,0.9047353760445682,1-0-2,1-0-2,0.8909935355186462,0.2615702450275421,0.6818587183952332
2,39,0.0,0.9022284122562674,0-0-1,0-0-2,1.8856794834136963,0.18439646065235138,0.6669343709945679
2,40,0.0,0.8997214484679665,0-1-0,2-0-1,0.7800483107566833,0.18220247328281403,0.9041696786880493
2,41,0.0,0.8972144846796657,1-1-1,0-0-2,1.8390004634857178,0.1431804895401001,0.6442179083824158
2,42,4.0,0.8947075208913648,2-2-1,2-2-1,0.7965011596679688,2.5581209659576416,0.9000487923622131
2,43,4.0,0.892200557103064,1-1-2,1-1-2,0.9792321920394897,3.073197364807129,0.6295583844184875
2,44,4.0,0.8896935933147633,0-2-2,0-2-2,1.7390233278274536,2.726813316345215,0.6197474002838135
2,45,6.0,0.8871866295264624,2-1-0,2-1-0,0.8004208207130432,2.9229843616485596,2.961883783340454
2,46,4.0,0.8846796657381616,1-2-1,2-1-0,0.8006106615066528,2.8482160568237305,2.942124843597412
2,47,0.0,0.8821727019498607,1-1-0,1-0-2,0.9839894771575928,0.18652036786079407,0.5909103155136108
2,48,6.0,0.8796657381615599,0-2-1,0-2-1,1.7470957040786743,2.2762601375579834,0.9623647928237915
2,49,3.0,0.8771587743732591,0-2-0,2-0-1,0.7483360171318054,0.19506007432937622,0.9715453386306763
2,50,0.0,0.8746518105849582,2-1-1,1-0-2,1.0208128690719604,0.2346297651529312,0.5960179567337036
2,51,6.0,0.8721448467966574,2-0-1,2-0-1,0.8048392534255981,0.2051951289176941,0.9617687463760376
2,52,0.0,0.8696378830083565,2-0-2,2-1-0,0.803019106388092,2.377204418182373,2.6255393028259277
2,53,6.0,0.8671309192200557,2-1-0,2-0-1,0.7404156923294067,0.2514537572860718,0.9408444166183472
2,54,4.0,0.8646239554317549,2-2-0,2-0-1,0.7281346321105957,0.2648262679576874,0.92035973072052
2,55,2.0,0.862116991643454,0-2-0,2-0-1,0.7683658599853516,0.255060076713562,0.8910688757896423
2,56,0.0,0.8596100278551532,1-1-0,0-2-1,1.6510390043258667,1.9520593881607056,0.8556466102600098
2,57,4.0,0.8571030640668524,2-1-2,2-0-1,0.6784188151359558,0.29639190435409546,0.8174505829811096
2,58,4.0,0.8545961002785515,2-1-1,2-1-0,0.7227423191070557,2.090583086013794,2.304020881652832
2,59,0.0,0.8520891364902508,1-1-0,2-0-1,0.7041014432907104,0.2995609641075134,0.7438601851463318
2,60,0.0,0.8495821727019499,2-2-0,1-0-2,1.231415033340454,0.3609587550163269,0.9108015894889832
2,61,3.0,0.8470752089136491,0-2-2,2-0-1,0.6066633462905884,0.34160715341567993,0.6869747638702393
2,62,6.0,0.8445682451253482,1-0-2,1-0-2,1.2719594240188599,0.3465566337108612,0.9784519672393799
2,63,0.0,0.8420612813370474,0-0-1,1-0-2,1.3147361278533936,0.32522714138031006,1.0039424896240234
2,64,0.0,0.8395543175487465,2-1-1,1-0-2,1.2699356079101562,0.34735560417175293,1.0156351327896118
2,65,4.0,0.8370473537604457,0-2-2,2-1-0,0.6342699527740479,1.9316140413284302,2.0444908142089844
2,66,0.0,0.8345403899721449,0-2-1,1-0-2,1.2332698106765747,0.3468853235244751,1.0154781341552734
2,67,6.0,0.832033426183844,1-2-0,0-2-1,1.7822591066360474,1.8661012649536133,0.6912099719047546
2,68,6.0,0.8295264623955432,1-0-2,1-0-2,1.2874369621276855,0.35328763723373413,1.0340183973312378
2,69,4.0,0.8270194986072423,1-1-2,1-0-2,1.2090082168579102,0.33132490515708923,0.9920612573623657
2,70,0.0,0.8245125348189415,1-0-1,1-0-2,1.1161202192306519,0.3560014069080353,0.9724537134170532
2,71,4.0,0.8220055710306406,1-2-2,1-0-2,1.0707216262817383,0.3530857563018799,0.9460747241973877
2,72,0.0,0.8194986072423398,1-1-1,1-0-2,1.0847398042678833,0.3217290937900543,0.9143087863922119
2,73,6.0,0.816991643454039,0-1-2,0-1-2,1.6645729541778564,1.9458039999008179,0.8967139720916748
2,74,6.0,0.8144846796657381,1-2-0,1-0-2,0.993968665599823,0.31426700949668884,0.83966064453125
2,75,6.0,0.8119777158774373,2-0-1,1-0-2,1.033255934715271,0.33844658732414246,0.8433800339698792
2,76,0.0,0.8094707520891364,0-0-2,1-0-2,0.8286504149436951,0.33390355110168457,0.7570779323577881
2,77,0.0,0.8069637883008356,0-1-1,1-0-2,0.948294460773468,0.327287495136261,0.7598752975463867
2,78,0.0,0.8044568245125348,1-0-0,1-0-2,0.7303082346916199,0.35149264335632324,0.6918301582336426
2,79,0.0,0.8019498607242339,1-1-2,1-0-2,0.8568326830863953,0.3089660108089447,0.6736505627632141
2,80,1.0,0.7994428969359332,0-2-0,1-0-2,0.7123961448669434,0.27214914560317993,0.5901301503181458
2,81,3.0,0.7969359331476323,2-0-2,0-1-2,1.776845932006836,2.0317816734313965,0.5666058659553528
2,82,6.0,0.7944289693593315,0-2-1,0-2-1,2.2078394889831543,2.112186908721924,1.2309799194335938
2,83,0.0,0.7919220055710307,0-1-0,0-2-1,1.9813928604125977,2.1063475608825684,1.28043532371521
2,84,0.0,0.7894150417827298,0-0-0,0-2-1,1.9352495670318604,2.0721051692962646,1.3047776222229004
2,85,3.0,0.786908077994429,2-1-2,0-2-1,2.05499267578125,2.014575481414795,1.3088968992233276
2,86,0.0,0.7844011142061281,0-1-1,1-0-2,0.6168619990348816,0.29519936442375183,0.45153796672821045
2,87,0.0,0.7818941504178273,0-2-0,0-2-1,1.7215269804000854,1.8768606185913086,1.3097232580184937
2,88,0.0,0.7793871866295264,0-0-1,1-0-2,0.7417884469032288,0.3560943603515625,0.4785650968551636
2,89,0.0,0.7768802228412256,0-0-0,1-0-2,0.5694512724876404,0.371049702167511,0.4397770166397095
2,90,6.0,0.7743732590529248,2-1-0,1-0-2,0.6566217541694641,0.3480576276779175,0.43249306082725525
2,91,4.0,0.7718662952646239,2-1-1,1-0-2,0.654672384262085,0.3542216420173645,0.4223899245262146
2,92,0.0,0.7693593314763231,2-2-2,1-0-2,0.5648285150527954,0.39370933175086975,0.4098483622074127
2,93,0.0,0.7668523676880223,0-2-0,0-2-1,1.610807180404663,1.6007373332977295,1.3444751501083374
2,94,4.0,0.7643454038997215,2-2-1,0-2-1,1.5807082653045654,1.5633147954940796,1.3487876653671265
2,95,6.0,0.7618384401114207,0-1-2,0-1-2,1.532301902770996,1.9438577890396118,0.3892149329185486
2,96,1.0,0.7593314763231198,0-0-2,0-2-1,1.3860466480255127,1.4641194343566895,1.3166437149047852
2,97,4.0,0.756824512534819,2-0-0,0-2-1,1.3997406959533691,1.4053773880004883,1.3169455528259277
2,98,1.0,0.7543175487465181,0-0-2,1-0-2,0.792238712310791,0.4814428687095642,0.44044211506843567
2,99,0.0,0.7518105849582173,2-2-0,0-1-2,1.1826810836791992,1.9436113834381104,0.4232805669307709
2,100,0.0,0.7493036211699164,2-2-2,1-0-2,0.8298161625862122,0.5303237438201904,0.4487881064414978
2,101,0.0,0.7467966573816156,0-1-0,1-0-2,0.7747259736061096,0.49471795558929443,0.4051292836666107
2,102,4.0,0.7442896935933148,1-1-2,0-1-2,1.1186926364898682,1.8572778701782227,0.40000587701797485
2,103,6.0,0.7417827298050139,1-2-0,0-1-2,1.0752848386764526,1.8285934925079346,0.39182910323143005
2,104,6.0,0.7392757660167131,0-1-2,0-1-2,1.0379252433776855,1.7833178043365479,0.42324143648147583
2,105,0.0,0.7367688022284122,0-0-1,0-2-1,0.9815759062767029,1.1354246139526367,1.2740254402160645
2,106,0.0,0.7342618384401114,1-0-0,0-1-2,0.9123852252960205,1.6758511066436768,0.3628881573677063
2,107,0.0,0.7317548746518105,0-1-2,0-2-1,0.8504467606544495,1.0992662906646729,1.3216370344161987
2,108,3.0,0.7292479108635097,0-2-2,0-1-2,0.7857138514518738,1.5670493841171265,0.3550716042518616
2,109,0.0,0.7267409470752089,1-0-1,0-1-2,0.7196411490440369,1.5086437463760376,0.35191062092781067
2,110,4.0,0.724233983286908,1-2-1,0-2-1,0.653576135635376,1.047049641609192,1.3257317543029785
2,111,2.0,0.7217270194986072,0-2-0,0-1-2,0.7099863290786743,1.3896948099136353,0.3936518132686615
2,112,0.0,0.7192200557103063,0-2-2,1-0-2,1.248363733291626,0.8133942484855652,0.3462740182876587
2,113,0.0,0.7167130919220055,1-2-1,1-0-2,1.3026999235153198,0.8443933725357056,0.3416949212551117
2,114,0.0,0.7142061281337048,0-1-0,0-1-2,0.5930804014205933,1.2463217973709106,0.3812118172645569
2,115,2.0,0.7116991643454039,0-0-2,0-2-1,0.4324982464313507,1.0258008241653442,1.3547722101211548
2,116,0.0,0.709192200557103,0-0-0,0-1-2,0.5353279709815979,1.1685304641723633,0.3702796697616577
2,117,0.0,0.7066852367688021,0-0-0,1-0-2,1.4636282920837402,0.9386167526245117,0.31963568925857544
2,118,0.0,0.7041782729805014,1-1-1,0-2-1,0.356903076171875,1.0351431369781494,1.3746013641357422
2,119,3.0,0.7016713091922006,0-2-2,0-1-2,0.33857956528663635,1.0755130052566528,0.31487730145454407
2,120,6.0,0.6991643454038997,0-1-2,0-1-2,0.31870001554489136,1.0458124876022339,0.31353282928466797
2,121,6.0,0.6966573816155989,0-2-1,0-1-2,0.419227659702301,0.9768557548522949,0.3299448490142822
2,122,0.0,0.6941504178272981,0-0-2,1-0-2,1.6463042497634888,1.0527745485305786,0.30240288376808167
2,123,6.0,0.6916434540389973,2-0-1,0-2-1,0.2671094834804535,1.0743225812911987,1.4132405519485474
2,124,4.0,0.6891364902506963,2-0-2,0-2-1,0.25609004497528076,1.077380895614624,1.4103963375091553
2,125,0.0,0.6866295264623955,1-0-0,0-1-2,0.35480692982673645,0.9002220630645752,0.3483595848083496
2,126,0.0,0.6841225626740948,1-2-0,0-1-2,0.33801019191741943,0.8795064687728882,0.3529910445213318
2,127,4.0,0.6816155988857939,2-2-1,0-2-1,0.2571338713169098,1.067862868309021,1.311378002166748
2,128,0.0,0.6791086350974931,1-0-2,0-1-2,0.30074355006217957,0.7874546647071838,0.33626434206962585
2,129,0.0,0.6766016713091922,1-0-0,0-2-1,0.22402101755142212,1.054604411125183,1.273116946220398
2,130,0.0,0.6740947075208914,1-1-1,0-2-1,0.2076350450515747,1.0373681783676147,1.2406609058380127
2,131,6.0,0.6715877437325906,0-1-2,0-1-2,0.19178569316864014,0.870413064956665,0.4026104211807251
2,132,0.0,0.6690807799442897,0-2-1,0-1-2,0.1461777687072754,0.7767348289489746,0.3624996542930603
2,133,4.0,0.6665738161559889,2-0-0,0-1-2,0.16249100863933563,0.8456717729568481,0.42867952585220337
2,134,3.0,0.664066852367688,2-1-2,0-1-2,0.14920398592948914,0.8203212022781372,0.43339452147483826
2,135,0.0,0.6615598885793872,1-1-1,0-1-2,0.17761078476905823,0.6948148608207703,0.43269261717796326
2,136,6.0,0.6590529247910863,0-1-2,0-1-2,0.1021326333284378,0.6563630104064941,0.36935684084892273
2,137,0.0,0.6565459610027855,0-0-2,0-1-2,0.09321513026952744,0.6143131256103516,0.36093249917030334
2,138,6.0,0.6540389972144847,0-1-2,0-1-2,0.08516667038202286,0.5697950720787048,0.34948018193244934
2,139,0.0,0.6515320334261838,0-0-0,0-1-2,0.12814635038375854,0.4599929451942444,0.3608095347881317
2,140,6.0,0.649025069637883,0-1-2,0-1-2,0.08860336989164352,0.4166087806224823,0.3197152614593506
2,141,6.0,0.6465181058495821,0-1-2,0-1-2,0.06529299169778824,0.4334406554698944,0.30251458287239075
2,142,0.0,0.6440111420612813,1-0-1,0-2-1,0.05994919314980507,1.3432254791259766,1.3961411714553833
2,143,0.0,0.6415041782729805,0-0-0,0-2-1,0.05518084391951561,1.3816983699798584,1.4164719581604004
2,144,0.0,0.6389972144846796,0-1-0,0-1-2,0.08724512159824371,0.2935182452201843,0.3025398552417755
2,145,4.0,0.6364902506963788,2-0-2,0-1-2,0.05938328802585602,0.4172004759311676,0.3300211429595947
2,146,0.0,0.6339832869080779,2-2-2,0-2-1,0.04354982450604439,1.4261893033981323,1.4225940704345703
2,147,4.0,0.6314763231197772,1-2-1,0-1-2,0.0513203963637352,0.3958369493484497,0.33082589507102966
2,148,4.0,0.6289693593314762,2-1-2,0-1-2,0.0662740170955658,0.30146804451942444,0.3320061266422272
2,149,3.0,0.6264623955431754,0-2-2,0-2-1,0.0350695475935936,1.4349918365478516,1.4073868989944458
2,150,0.0,0.6239554317548746,0-2-2,0-1-2,0.04189826548099518,0.37896060943603516,0.3364523649215698
2,151,0.0,0.6214484679665738,1-0-0,0-1-2,0.03934056684374809,0.22373312711715698,0.2879653871059418
2,152,6.0,0.618941504178273,1-2-0,0-1-2,0.0519510880112648,0.2167917937040329,0.31078705191612244
2,153,0.0,0.6164345403899721,0-0-1,0-1-2,0.02712707594037056,0.27028822898864746,0.28465718030929565
2,154,0.0,0.6139275766016713,0-0-1,0-2-1,0.02558561973273754,1.4360612630844116,1.4030579328536987
2,155,6.0,0.6114206128133706,0-2-1,0-1-2,0.03122677654027939,0.19720786809921265,0.2822110950946808
2,156,4.0,0.6089136490250696,2-1-1,0-1-2,0.042072586715221405,0.19395819306373596,0.30458661913871765
2,157,0.0,0.6064066852367688,1-0-1,0-1-2,0.040081936866045,0.2543434798717499,0.32823947072029114
2,158,6.0,0.6038997214484679,0-2-1,0-1-2,0.03821767121553421,0.24783764779567719,0.3216985762119293
2,159,0.0,0.6013927576601672,1-1-2,0-1-2,0.025531703606247902,0.34007155895233154,0.3123357892036438
2,160,0.0,0.5988857938718664,0-1-2,0-2-1,0.018752899020910263,1.456611156463623,1.4731546640396118
2,161,0.0,0.5963788300835655,0-0-1,0-1-2,0.017919549718499184,0.22775478661060333,0.2559714615345001
2,162,3.0,0.5938718662952647,2-2-0,0-1-2,0.03211018443107605,0.22491306066513062,0.29613128304481506
2,163,0.0,0.5913649025069638,0-1-1,0-1-2,0.021448329091072083,0.323403000831604,0.2897880971431732
2,164,1.0,0.588857938718663,0-0-2,0-1-2,0.020616289228200912,0.3145337402820587,0.28108441829681396
2,165,0.0,0.5863509749303621,2-0-0,0-1-2,0.02865445800125599,0.20206007361412048,0.27046525478363037
2,166,0.0,0.5838440111420613,0-0-1,0-1-2,0.01912124827504158,0.288274884223938,0.2583683431148529
2,167,4.0,0.5813370473537605,2-1-2,0-1-2,0.014099273830652237,0.17910881340503693,0.21160578727722168
2,168,6.0,0.5788300835654596,1-2-0,0-1-2,0.013616184704005718,0.16695508360862732,0.2003127634525299
2,169,0.0,0.5763231197771588,1-0-0,0-1-2,0.025065964087843895,0.10599303990602493,0.20187285542488098
2,170,6.0,0.5738161559888579,0-1-2,0-1-2,0.01672355830669403,0.2239440381526947,0.20466911792755127
2,171,0.0,0.5713091922005571,1-0-1,0-1-2,0.012354512698948383,0.1325451284646988,0.16570329666137695
2,172,3.0,0.5688022284122562,2-2-1,0-1-2,0.015751700848340988,0.0823749452829361,0.1545369178056717
2,173,4.0,0.5662952646239554,2-0-0,0-1-2,0.015313902869820595,0.07562880218029022,0.14381438493728638
2,174,0.0,0.5637883008356546,2-0-1,0-1-2,0.014902457594871521,0.06955444067716599,0.1336132138967514
2,175,0.0,0.5612813370473537,0-1-2,0-2-1,0.011024044826626778,2.112828016281128,2.1382100582122803
2,176,0.0,0.5587743732590529,0-1-2,0-2-1,0.010742336511611938,2.10978627204895,2.152585029602051
2,177,0.0,0.556267409470752,2-0-2,0-1-2,0.01047954149544239,0.10071202367544174,0.1266811639070511
2,178,4.0,0.5537604456824512,2-2-1,0-1-2,0.019816048443317413,0.06894633173942566,0.13848483562469482
2,179,0.0,0.5512534818941504,1-1-1,0-2-1,0.009994345717132092,1.9554075002670288,2.0779225826263428
2,180,6.0,0.5487465181058495,0-1-2,0-1-2,0.01898300088942051,0.11872418969869614,0.161159947514534
2,181,0.0,0.5462395543175487,2-0-2,0-1-2,0.018586518242955208,0.1274970918893814,0.16867420077323914
2,182,0.0,0.5437325905292478,2-2-2,0-1-2,0.018196668475866318,0.13487455248832703,0.17422980070114136
2,183,0.0,0.5412256267409471,0-1-2,0-2-1,0.00913062784820795,1.6857670545578003,1.9246394634246826
2,184,4.0,0.5387186629526461,2-1-2,0-1-2,0.017457280308008194,0.09728290140628815,0.17606952786445618
2,185,3.0,0.5362116991643454,1-2-2,0-1-2,0.017106015235185623,0.1042114868760109,0.18450233340263367
2,186,6.0,0.5337047353760447,2-1-0,0-1-2,0.016761306673288345,0.11008647829294205,0.19081760942935944
2,187,6.0,0.5311977715877437,0-1-2,0-1-2,0.01642339862883091,0.18469135463237762,0.2084750235080719
2,188,0.0,0.5286908077994429,2-2-0,0-2-1,0.008205866441130638,1.386051058769226,1.7623240947723389
2,189,6.0,0.5261838440111419,0-1-2,0-1-2,0.010666265152394772,0.12618206441402435,0.19591951370239258
2,190,6.0,0.5236768802228412,1-0-2,0-1-2,0.010461846366524696,0.13311442732810974,0.20291779935359955
2,191,6.0,0.5211699164345405,0-1-2,0-1-2,0.010266942903399467,0.3880957365036011,0.23290562629699707
2,192,6.0,0.5186629526462395,0-1-2,0-1-2,0.010080852545797825,0.3979365825653076,0.23531436920166016
2,193,0.0,0.5161559888579388,2-0-0,0-1-2,0.01468880008906126,0.13969548046588898,0.2213737815618515
2,194,6.0,0.5136490250696379,0-1-2,0-1-2,0.0144360875710845,0.13748440146446228,0.21956315636634827
2,195,6.0,0.5111420612813371,1-2-0,0-1-2,0.00955425575375557,0.3935199975967407,0.22941239178180695
2,196,6.0,0.5086350974930363,0-1-2,0-1-2,0.013947870582342148,0.12848219275474548,0.2109260857105255
2,197,6.0,0.5061281337047353,0-1-2,0-1-2,0.00693888496607542,0.20876087248325348,0.19477953016757965
2,198,6.0,0.5036211699164346,0-1-2,0-1-2,0.009073217399418354,0.3546046018600464,0.20947925746440887
2,199,0.0,0.5011142061281337,1-1-1,0-1-2,0.006709546782076359,0.18534354865550995,0.18035200238227844
2,200,1.0,0.4986072423398328,0-2-0,0-1-2,0.008787650614976883,0.09926024824380875,0.17228423058986664
2,201,6.0,0.49610027855153205,1-0-2,0-1-2,0.008654113858938217,0.2956464886665344,0.18270756304264069
2,202,6.0,0.4935933147632311,0-1-2,0-1-2,0.01270262524485588,0.14701859652996063,0.17317208647727966
2,203,6.0,0.49108635097493036,1-2-0,0-1-2,0.006304021459072828,0.1347183883190155,0.14678506553173065
2,204,0.0,0.4885793871866295,2-2-2,0-1-2,0.012342619709670544,0.06981395184993744,0.14514437317848206
2,205,0.0,0.4860724233983287,1-1-1,0-1-2,0.0061183772049844265,0.11301348358392715,0.13009117543697357
2,206,6.0,0.48356545961002784,0-1-2,0-1-2,0.006030459422618151,0.10358615964651108,0.12214620411396027
2,207,6.0,0.481058495821727,0-1-2,0-1-2,0.0079306960105896,0.1862693578004837,0.127573162317276
2,208,6.0,0.47855153203342615,0-1-2,0-1-2,0.007824840024113655,0.04854497313499451,0.10729813575744629
2,209,6.0,0.4760445682451253,0-1-2,0-1-2,0.011545155197381973,0.04441910982131958,0.10530294477939606
2,210,3.0,0.47353760445682447,2-2-1,0-1-2,0.0076191299594938755,0.040825389325618744,0.09402310848236084
2,211,0.0,0.4710306406685236,0-1-2,0-2-1,0.005631652660667896,2.1744446754455566,2.4696884155273438
2,212,6.0,0.4685236768802229,0-1-2,0-1-2,0.007424027193337679,0.13731348514556885,0.0977625772356987
2,213,6.0,0.46601671309192194,0-1-2,0-1-2,0.005487734917551279,0.06693337112665176,0.0872582271695137
2,214,6.0,0.4635097493036212,0-1-2,0-1-2,0.007243206258863211,0.0364149808883667,0.0862429067492485
2,215,6.0,0.46100278551532037,1-2-0,0-2-1,0.005353637970983982,2.1893723011016846,2.503950595855713
2,216,6.0,0.4584958217270194,0-1-2,0-1-2,0.007074544671922922,0.03752520680427551,0.08859409391880035
2,217,0.0,0.4559888579387187,1-0-0,0-1-2,0.010496646165847778,0.07198065519332886,0.10197094827890396
2,218,6.0,0.45348189415041773,0-1-2,0-1-2,0.00691189244389534,0.15560860931873322,0.1044565737247467
2,219,6.0,0.450974930362117,0-1-2,0-1-2,0.006831859238445759,0.041067518293857574,0.09526381641626358
2,220,0.0,0.44846796657381616,1-1-0,0-1-2,0.0101502425968647,0.04157423600554466,0.10072667896747589
2,221,4.0,0.4459610027855153,2-0-0,0-1-2,0.006674733012914658,0.041875287890434265,0.09626006335020065
2,222,6.0,0.4434540389972145,1-0-2,0-1-2,0.006597640924155712,0.16736002266407013,0.1067885160446167
2,223,0.0,0.44094707520891363,0-1-2,0-2-1,0.004867845680564642,1.967555284500122,2.394101142883301
2,224,6.0,0.4384401114206128,0-1-2,0-1-2,0.006450782995671034,0.04397771507501602,0.09939365833997726
2,225,0.0,0.43593314763231195,0-1-2,0-2-1,0.004759174305945635,1.8534917831420898,2.316619634628296
2,226,6.0,0.4334261838440111,0-1-2,0-1-2,0.004707681946456432,0.09825315326452255,0.11172062903642654
2,227,6.0,0.43091922005571026,0-1-2,0-1-2,0.00465808529406786,0.10761536657810211,0.11944052577018738
2,228,0.0,0.42841225626740953,1-0-1,0-1-2,0.006186620332300663,0.059383515268564224,0.12598209083080292
2,229,0.0,0.4259052924791086,2-2-2,0-1-2,0.00612536771222949,0.26301708817481995,0.1464499533176422
2,230,3.0,0.42339832869080785,0-2-0,0-1-2,0.0045167566277086735,0.12816868722438812,0.13525687158107758
2,231,1.0,0.4208913649025069,0-2-0,0-1-2,0.006006879266351461,0.06639283150434494,0.137991800904274
2,232,6.0,0.41838440111420605,0-1-2,0-1-2,0.00594940735027194,0.06724906712770462,0.1395358145236969
2,233,4.0,0.4158774373259053,2-0-0,0-1-2,0.005892761517316103,0.29194486141204834,0.15650281310081482
2,234,0.0,0.41337047353760437,1-1-1,0-1-2,0.00882770773023367,0.06672865897417068,0.14653190970420837
2,235,6.0,0.41086350974930363,0-1-2,0-1-2,0.004297545645385981,0.1321803629398346,0.13778097927570343
2,236,6.0,0.4083565459610028,0-1-2,0-1-2,0.005724227987229824,0.06376121193170547,0.1354496031999588
2,237,0.0,0.40584958217270195,0-1-2,0-2-1,0.004213622305542231,1.481372594833374,2.073291540145874
2,238,6.0,0.4033426183844011,0-1-2,0-1-2,0.005617308896034956,0.28986892104148865,0.15260490775108337
2,239,4.0,0.40083565459610027,1-2-1,0-1-2,0.004133847542107105,0.13210421800613403,0.1381610631942749
2,240,0.0,0.3983286908077994,1-1-0,0-1-2,0.008363342843949795,0.06382552534341812,0.146721750497818
2,241,4.0,0.3958217270194986,2-1-1,0-1-2,0.008288509212434292,0.0631994754076004,0.14673607051372528
2,242,0.0,0.39331476323119774,0-1-2,0-2-1,0.004016310442239046,1.4221287965774536,2.0316412448883057
2,243,6.0,0.3908077994428969,0-1-2,0-1-2,0.005360871087759733,0.31310808658599854,0.16147363185882568
2,244,6.0,0.38830083565459617,0-1-2,0-1-2,0.008065156638622284,0.06612272560596466,0.15548962354660034
2,245,0.0,0.3857938718662952,2-1-0,0-1-2,0.005260198377072811,0.3290180265903473,0.16855274140834808
2,246,6.0,0.3832869080779945,0-1-2,0-1-2,0.005210272967815399,0.32883819937705994,0.16970691084861755
2,247,6.0,0.38077994428969353,0-1-2,0-1-2,0.005161412991583347,0.3221910297870636,0.1693868488073349
2,248,6.0,0.3782729805013927,0-1-2,0-1-2,0.005113499239087105,0.3100944459438324,0.16774283349514008
