checkpoint,evaluation_games,mean_soups,agent_0_role_accuracy,agent_1_role_accuracy,agent_2_role_accuracy
0,3,5.0,0.0,0.6666666666666666,0.0
60,3,5.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
