seed,episode,soups,sampled_roles,teacher_roles,evolving_roles,static_roles
3,119,0.0,0-0-0,0-1-2,0-1-2,0-2-1
3,120,0.0,0-1-0,0-1-2,0-1-2,0-2-1
3,121,6.0,1-2-0,0-1-2,0-1-2,0-2-1
3,122,0.0,1-1-2,0-1-2,0-1-2,0-2-1
3,123,0.0,0-0-0,0-1-2,0-1-2,0-2-1
3,124,4.0,2-1-1,0-1-2,0-1-2,0-2-1
3,125,0.0,2-1-0,0-1-2,0-1-2,0-2-1
3,126,0.0,0-2-2,0-1-2,0-1-2,0-2-1
3,127,0.0,2-1-1,1-0-2,0-1-2,0-2-1
3,128,4.0,2-1-1,0-1-2,0-1-2,0-2-1
3,129,0.0,0-0-0,0-1-2,0-1-2,0-2-1
3,130,6.0,2-1-0,0-1-2,0-1-2,0-2-1
3,131,3.0,2-2-0,0-1-2,0-1-2,0-2-1
3,132,0.0,0-1-1,0-1-2,0-1-2,0-2-1
3,133,0.0,2-1-1,0-1-2,0-1-2,0-2-1
3,134,4.0,2-2-1,0-1-2,0-1-2,0-2-1
3,135,6.0,2-1-0,0-1-2,0-1-2,0-2-1
3,136,0.0,0-1-0,0-1-2,0-1-2,0-2-1
3,137,0.0,0-1-1,1-0-2,0-1-2,0-2-1
3,138,0.0,1-0-1,0-1-2,0-1-2,0-2-1
3,139,4.0,1-2-1,0-1-2,0-1-2,0-2-1
3,140,0.0,1-0-0,0-1-2,0-1-2,0-2-1
3,141,0.0,0-0-2,0-1-2,0-1-2,0-2-1
3,142,6.0,1-0-2,0-1-2,0-1-2,0-2-1
3,143,2.0,0-2-0,0-1-2,0-1-2,0-2-1
3,144,0.0,1-1-1,1-0-2,0-1-2,0-2-1
3,145,6.0,0-2-1,0-2-1,0-1-2,0-2-1
3,146,0.0,0-1-2,0-2-1,0-1-2,0-2-1
3,147,0.0,1-2-0,0-1-2,0-1-2,0-2-1
3,148,3.0,2-1-2,0-2-1,0-1-2,0-2-1
3,149,0.0,1-0-0,0-1-2,0-1-2,0-2-1
3,150,0.0,2-2-0,0-1-2,0-1-2,0-2-1
3,151,6.0,1-0-2,0-1-2,0-1-2,0-2-1
3,152,0.0,2-0-0,0-1-2,0-1-2,0-2-1
3,153,4.0,1-1-2,0-1-2,0-1-2,0-2-1
3,154,6.0,1-2-0,0-1-2,0-1-2,0-2-1
3,155,3.0,1-2-2,0-1-2,0-1-2,0-2-1
3,156,0.0,1-1-0,0-1-2,0-1-2,0-2-1
3,157,0.0,0-2-0,0-2-1,0-1-2,0-2-1
3,158,4.0,2-2-1,0-1-2,0-1-2,0-2-1
3,159,4.0,1-2-2,0-2-1,0-1-2,0-2-1
3,160,6.0,2-1-0,0-1-2,0-1-2,0-2-1
3,161,0.0,0-0-0,0-1-2,0-1-2,0-2-1
3,162,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,163,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,164,2.0,0-0-2,0-1-2,0-1-2,0-2-1
3,165,0.0,1-0-0,0-1-2,0-1-2,0-2-1
3,166,4.0,2-1-1,0-1-2,0-1-2,0-2-1
3,167,0.0,1-0-0,0-1-2,0-1-2,0-2-1
3,168,6.0,2-0-1,0-1-2,0-1-2,0-2-1
3,169,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,170,3.0,0-2-0,0-1-2,0-1-2,0-2-1
3,171,0.0,0-0-0,0-2-1,0-1-2,0-2-1
3,172,6.0,2-1-0,0-2-1,0-1-2,0-2-1
3,173,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,174,4.0,1-1-2,0-2-1,0-1-2,0-2-1
3,175,0.0,0-0-1,0-1-2,0-1-2,0-2-1
3,176,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,177,0.0,2-2-2,0-1-2,0-1-2,0-2-1
3,178,3.0,2-0-2,0-1-2,0-1-2,0-2-1
3,179,6.0,1-2-0,0-1-2,0-1-2,0-2-1
3,180,0.0,1-0-0,0-1-2,0-1-2,0-2-1
3,181,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,182,0.0,0-0-0,0-1-2,0-1-2,0-2-1
3,183,0.0,0-1-2,0-2-1,0-1-2,0-2-1
3,184,4.0,2-2-1,0-1-2,0-1-2,0-2-1
3,185,0.0,0-2-1,0-1-2,0-1-2,0-2-1
3,186,6.0,1-2-0,0-1-2,0-1-2,0-2-1
3,187,0.0,0-0-1,0-1-2,0-1-2,0-2-1
3,188,0.0,1-0-1,0-2-1,0-1-2,0-2-1
3,189,1.0,0-2-0,0-1-2,0-1-2,0-2-1
3,190,0.0,1-0-0,0-1-2,0-1-2,0-2-1
3,191,4.0,1-2-1,0-1-2,0-1-2,0-2-1
3,192,0.0,0-0-1,0-1-2,0-1-2,0-2-1
3,193,4.0,1-1-2,0-1-2,0-1-2,0-2-1
3,194,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,195,4.0,2-2-0,0-1-2,0-1-2,0-2-1
3,196,3.0,2-0-2,0-1-2,0-1-2,0-2-1
3,197,3.0,0-2-2,0-2-1,0-1-2,0-2-1
3,198,0.0,1-0-0,0-1-2,0-1-2,0-2-1
3,199,0.0,0-1-2,0-2-1,0-1-2,0-2-1
3,200,3.0,2-0-2,0-1-2,0-1-2,0-2-1
3,201,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,202,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,203,3.0,2-2-1,0-1-2,0-1-2,0-2-1
3,204,0.0,2-1-0,0-1-2,0-1-2,0-2-1
3,205,0.0,0-1-2,0-2-1,0-1-2,0-2-1
3,206,0.0,1-0-0,0-1-2,0-1-2,0-2-1
3,207,0.0,0-1-1,0-1-2,0-1-2,0-2-1
3,208,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,209,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,210,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,211,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,212,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,213,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,214,0.0,0-1-2,0-2-1,0-1-2,0-2-1
3,215,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,216,0.0,2-2-2,0-1-2,0-1-2,0-2-1
3,217,4.0,1-1-2,0-1-2,0-1-2,0-2-1
3,218,6.0,0-2-1,0-1-2,0-1-2,0-2-1
3,219,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,220,4.0,1-2-1,0-1-2,0-1-2,0-2-1
3,221,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,222,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,223,6.0,1-0-2,0-1-2,0-1-2,0-2-1
3,224,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,225,4.0,1-2-2,0-1-2,0-1-2,0-2-1
3,226,0.0,1-0-1,0-1-2,0-1-2,0-2-1
3,227,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,228,0.0,1-0-2,0-1-2,0-1-2,0-2-1
3,229,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,230,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,231,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,232,0.0,1-1-1,0-1-2,0-1-2,0-2-1
3,233,6.0,2-0-1,0-1-2,0-1-2,0-2-1
3,234,0.0,0-1-2,0-2-1,0-1-2,0-2-1
3,235,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,236,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,237,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,238,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,239,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,240,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,241,0.0,0-1-2,0-2-1,0-1-2,0-2-1
3,242,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,243,0.0,0-1-0,0-1-2,0-1-2,0-2-1
3,244,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,245,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,246,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,247,0.0,0-1-2,0-2-1,0-1-2,0-2-1
3,248,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,249,1.0,0-2-0,0-1-2,0-1-2,0-2-1
3,250,0.0,0-2-2,0-1-2,0-1-2,0-2-1
3,251,0.0,0-1-2,0-2-1,0-1-2,0-2-1
3,252,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,253,0.0,1-0-1,0-1-2,0-1-2,0-2-1
3,254,0.0,0-1-0,0-1-2,0-1-2,0-2-1
3,255,4.0,1-2-1,0-1-2,0-1-2,0-2-1
3,256,0.0,0-2-1,0-1-2,0-1-2,0-2-1
3,257,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,258,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,259,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,260,0.0,0-1-1,0-1-2,0-1-2,0-2-1
3,261,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,262,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,263,0.0,0-1-1,0-1-2,0-1-2,0-2-1
3,264,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,265,3.0,1-2-2,0-1-2,0-1-2,0-2-1
3,266,0.0,1-2-1,0-1-2,0-1-2,0-2-1
3,267,0.0,0-1-0,0-1-2,0-1-2,0-2-1
3,268,0.0,1-1-0,0-1-2,0-1-2,0-2-1
3,269,0.0,0-0-0,0-1-2,0-1-2,0-2-1
3,270,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,271,0.0,0-1-0,0-1-2,0-1-2,0-2-1
3,272,4.0,1-1-2,0-2-1,0-1-2,0-2-1
3,273,0.0,0-1-2,0-2-1,0-1-2,0-2-1
3,274,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,275,6.0,1-2-0,0-1-2,0-1-2,0-2-1
3,276,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,277,0.0,0-1-2,0-2-1,0-1-2,0-2-1
3,278,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,279,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,280,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,281,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,282,0.0,2-0-0,0-1-2,0-1-2,0-2-1
3,283,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,284,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,285,0.0,0-1-2,0-2-1,0-1-2,0-2-1
3,286,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,287,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,288,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,289,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,290,0.0,0-1-2,0-2-1,0-1-2,0-2-1
3,291,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,292,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,293,4.0,1-2-1,0-2-1,0-1-2,0-2-1
3,294,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,295,0.0,0-0-0,0-1-2,0-1-2,0-2-1
3,296,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,297,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,298,0.0,0-2-2,0-1-2,0-1-2,0-2-1
3,299,0.0,0-1-2,0-2-1,0-2-2,0-2-1
3,300,6.0,2-1-0,0-1-2,0-1-2,0-2-1
3,301,4.0,2-1-2,0-1-2,0-1-2,0-2-1
3,302,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,303,3.0,0-2-2,0-2-1,0-2-2,0-2-1
3,304,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,305,3.0,2-0-2,0-1-2,0-1-2,0-2-1
3,306,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,307,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,308,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,309,0.0,0-1-1,0-1-2,0-1-2,0-2-1
3,310,0.0,0-2-2,0-1-2,0-2-2,0-2-1
3,311,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,312,0.0,0-2-2,0-1-2,0-1-2,0-2-1
3,313,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,314,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,315,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,316,3.0,2-2-1,0-1-2,0-1-2,0-2-1
3,317,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,318,0.0,1-0-1,0-1-2,0-1-2,0-2-1
3,319,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,320,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,321,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,322,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,323,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,324,4.0,1-1-2,0-1-2,0-1-2,0-2-1
3,325,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,326,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,327,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,328,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,329,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,330,0.0,0-1-2,0-2-1,0-1-2,0-2-1
3,331,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,332,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,333,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,334,6.0,2-1-0,0-1-2,0-1-2,0-2-1
3,335,0.0,2-1-1,0-2-1,0-1-2,0-2-1
3,336,0.0,0-1-2,0-2-1,0-1-2,0-2-1
3,337,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,338,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,339,6.0,2-1-0,0-1-2,0-1-2,0-2-1
3,340,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,341,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,342,0.0,1-1-1,0-1-2,0-1-2,0-2-1
3,343,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,344,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,345,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,346,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,347,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,348,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,349,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,350,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,351,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,352,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,353,0.0,0-1-2,0-2-1,0-1-2,0-2-1
3,354,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,355,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,356,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,357,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,358,6.0,0-1-2,0-1-2,0-1-2,0-2-1
3,359,0.0,0-1-2,0-2-1,0-1-2,0-2-1
