seed,episode,soups,sampled_roles,teacher_roles,evolving_roles,static_roles
0,135,0.0,1-1-2,0-1-2,0-2-2,0-0-1
0,136,0.0,1-1-1,0-1-2,0-2-2,0-0-1
0,137,0.0,1-0-1,0-1-2,0-1-2,0-0-1
0,138,2.0,2-2-1,1-2-0,0-2-2,0-0-1
0,139,3.0,1-0-2,1-0-2,0-1-2,0-0-1
0,140,3.0,0-1-2,0-1-2,0-1-2,0-0-1
0,141,3.0,2-0-1,0-2-1,0-2-2,0-0-1
0,142,0.0,1-2-0,0-1-2,0-1-2,0-0-1
0,143,3.0,0-1-2,0-1-2,0-1-2,0-0-1
0,144,0.0,2-1-1,1-0-2,0-1-2,0-0-1
0,145,0.0,1-0-1,1-0-2,0-1-2,0-0-1
0,146,3.0,0-1-2,0-1-2,0-1-2,0-0-1
0,147,2.0,2-1-2,0-2-1,0-1-2,0-0-1
0,148,2.0,2-1-0,1-0-2,0-1-2,0-0-1
0,149,3.0,0-1-2,0-1-2,0-1-2,0-0-1
0,150,2.0,0-2-0,0-1-2,0-1-2,0-0-1
0,151,0.0,0-0-1,0-1-2,0-1-2,0-0-1
0,152,0.0,0-0-1,1-0-2,0-1-2,0-0-1
0,153,0.0,2-2-0,1-0-2,0-1-2,0-0-1
0,154,0.0,2-1-1,1-0-2,0-1-2,0-0-1
0,155,2.0,2-2-0,0-1-2,0-1-2,0-0-1
0,156,2.0,1-2-0,0-1-2,0-1-2,0-0-1
0,157,2.0,2-1-1,0-1-2,0-1-2,0-0-1
0,158,2.0,2-2-1,0-2-1,0-1-2,0-0-1
0,159,2.0,0-0-2,1-0-2,1-1-2,0-0-1
