seed,episode,soups,sampled_roles,teacher_roles,evolving_roles,static_roles
2,181,0.0,2-0-2,0-1-2,0-1-2,1-2-0
2,182,0.0,2-2-2,0-1-2,0-1-2,1-2-0
2,183,0.0,0-1-2,0-2-1,0-1-2,1-2-0
2,184,4.0,2-1-2,0-1-2,0-1-2,1-2-0
2,185,3.0,1-2-2,0-1-2,0-1-2,1-2-0
2,186,6.0,2-1-0,0-1-2,0-1-2,1-2-0
2,187,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,188,0.0,2-2-0,0-2-1,0-1-2,1-2-0
2,189,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,190,6.0,1-0-2,0-1-2,0-1-2,1-2-1
2,191,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,192,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,193,0.0,2-0-0,0-1-2,0-1-2,1-2-0
2,194,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,195,6.0,1-2-0,0-1-2,0-1-2,1-2-0
2,196,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,197,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,198,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,199,0.0,1-1-1,0-1-2,0-1-2,1-2-1
2,200,1.0,0-2-0,0-1-2,0-1-2,1-2-1
2,201,6.0,1-0-2,0-1-2,0-1-2,1-2-0
2,202,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,203,6.0,1-2-0,0-1-2,0-1-2,1-2-1
2,204,0.0,2-2-2,0-1-2,0-1-2,1-2-0
2,205,0.0,1-1-1,0-1-2,0-1-2,1-2-1
2,206,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,207,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,208,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,209,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,210,3.0,2-2-1,0-1-2,0-1-2,1-2-1
2,211,0.0,0-1-2,0-2-1,0-1-2,1-2-0
2,212,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,213,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,214,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,215,6.0,1-2-0,0-2-1,0-1-2,1-2-0
2,216,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,217,0.0,1-0-0,0-1-2,0-1-2,1-2-0
2,218,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,219,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,220,0.0,1-1-0,0-1-2,0-1-2,1-2-0
2,221,4.0,2-0-0,0-1-2,0-1-2,1-2-1
2,222,6.0,1-0-2,0-1-2,0-1-2,1-2-0
2,223,0.0,0-1-2,0-2-1,0-1-2,1-2-0
2,224,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,225,0.0,0-1-2,0-2-1,0-1-2,1-2-0
2,226,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,227,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,228,0.0,1-0-1,0-1-2,0-1-2,1-2-1
2,229,0.0,2-2-2,0-1-2,0-1-2,1-2-0
2,230,3.0,0-2-0,0-1-2,0-1-2,1-2-1
2,231,1.0,0-2-0,0-1-2,0-1-2,1-2-1
2,232,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,233,4.0,2-0-0,0-1-2,0-1-2,1-2-0
2,234,0.0,1-1-1,0-1-2,0-1-2,1-2-0
2,235,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,236,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,237,0.0,0-1-2,0-2-1,0-1-2,1-2-0
2,238,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,239,4.0,1-2-1,0-1-2,0-1-2,1-2-1
2,240,0.0,1-1-0,0-1-2,0-1-2,1-2-0
2,241,4.0,2-1-1,0-1-2,0-1-2,1-2-0
2,242,0.0,0-1-2,0-2-1,0-1-2,1-2-0
2,243,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,244,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,245,0.0,2-1-0,0-1-2,0-1-2,1-2-0
2,246,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,247,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,248,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,249,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,250,4.0,1-2-2,0-1-2,0-1-2,1-2-1
2,251,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,252,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,253,0.0,0-1-0,0-1-2,0-1-2,1-2-1
2,254,0.0,0-1-2,0-2-1,0-1-2,1-2-0
2,255,0.0,0-1-2,0-2-1,0-1-2,1-2-0
2,256,0.0,0-1-2,0-2-1,0-1-2,1-2-0
2,257,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,258,4.0,2-1-2,0-1-2,0-1-2,1-2-0
2,259,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,260,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,261,0.0,1-0-0,0-1-2,0-1-2,1-2-0
2,262,0.0,0-0-0,0-1-2,0-1-2,1-2-0
2,263,0.0,0-1-2,0-2-1,0-1-2,1-2-0
2,264,0.0,0-1-2,0-2-1,0-1-2,1-2-0
2,265,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,266,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,267,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,268,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,269,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,270,0.0,0-1-2,0-2-1,0-1-2,1-2-0
2,271,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,272,4.0,2-2-1,0-2-1,0-2-2,1-2-0
2,273,0.0,0-0-1,0-1-2,0-1-2,1-2-1
2,274,0.0,1-1-0,0-1-2,0-1-2,1-2-1
2,275,0.0,2-0-0,0-1-2,0-1-2,1-2-0
2,276,0.0,2-2-2,0-2-1,0-2-2,1-2-0
2,277,0.0,0-0-1,0-1-2,0-1-2,1-2-1
2,278,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,279,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,280,0.0,0-2-2,0-1-2,0-2-2,1-2-0
2,281,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,282,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,283,4.0,2-1-1,0-1-2,0-1-2,1-2-1
2,284,0.0,0-1-0,0-1-2,0-1-2,1-2-1
2,285,0.0,0-1-0,0-1-2,0-1-2,1-2-0
2,286,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,287,4.0,1-1-2,0-2-1,0-1-2,1-2-0
2,288,0.0,0-1-2,0-2-1,0-1-2,1-2-0
2,289,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,290,4.0,1-1-2,0-1-2,0-1-2,1-2-1
2,291,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,292,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,293,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,294,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,295,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,296,0.0,1-1-0,0-2-1,0-1-2,1-2-0
2,297,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,298,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,299,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,300,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,301,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,302,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,303,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,304,0.0,1-0-0,0-1-2,0-1-2,1-2-1
2,305,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,306,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,307,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,308,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,309,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,310,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,311,0.0,1-0-0,0-1-2,0-1-2,1-2-0
2,312,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,313,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,314,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,315,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,316,3.0,1-2-2,0-1-2,0-1-2,1-2-0
2,317,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,318,0.0,0-1-1,0-2-1,0-1-2,1-2-0
2,319,0.0,0-1-2,0-2-1,0-1-2,1-2-0
2,320,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,321,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,322,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,323,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,324,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,325,4.0,2-0-0,0-1-2,0-1-2,1-2-1
2,326,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,327,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,328,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,329,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,330,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,331,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,332,4.0,2-2-1,0-1-2,0-1-2,1-2-0
2,333,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,334,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,335,4.0,2-0-0,0-1-2,0-1-2,1-2-1
2,336,0.0,0-1-2,0-2-1,0-1-2,1-2-0
2,337,0.0,0-1-2,0-2-1,0-1-2,1-2-0
2,338,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,339,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,340,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,341,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,342,0.0,0-1-2,0-2-1,0-1-2,1-2-0
2,343,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,344,0.0,0-1-2,0-2-1,0-1-2,1-2-0
2,345,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,346,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,347,0.0,0-1-2,0-2-1,0-1-2,1-2-0
2,348,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,349,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,350,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,351,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,352,0.0,0-2-2,0-1-2,0-2-2,1-2-0
2,353,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,354,3.0,0-2-2,0-2-1,0-2-2,1-2-0
2,355,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,356,6.0,0-1-2,0-1-2,0-1-2,1-2-1
2,357,0.0,0-2-2,0-1-2,0-2-2,1-2-0
2,358,6.0,0-1-2,0-1-2,0-1-2,1-2-0
2,359,6.0,2-1-0,0-1-2,0-1-2,1-2-0
