seed,episode,soups,sampled_roles,teacher_roles,observed_roles
3,170,3.0,0-2-0,0-1-2,0-1-2
3,171,0.0,0-0-0,0-2-1,0-1-2
3,172,6.0,2-1-0,0-2-1,0-1-2
3,173,6.0,0-1-2,0-1-2,0-1-2
3,174,4.0,1-1-2,0-2-1,0-1-2
3,175,0.0,0-0-1,0-1-2,0-1-2
3,176,6.0,0-1-2,0-1-2,0-1-2
3,177,0.0,2-2-2,0-1-2,0-1-2
3,178,3.0,2-0-2,0-1-2,0-1-2
3,179,6.0,1-2-0,0-1-2,0-1-2
3,180,0.0,1-0-0,0-1-2,0-1-2
3,181,6.0,0-1-2,0-1-2,0-1-2
3,182,0.0,0-0-0,0-1-2,0-1-2
3,183,0.0,0-1-2,0-2-1,0-1-2
3,184,4.0,2-2-1,0-1-2,0-1-2
3,185,0.0,0-2-1,0-1-2,0-1-2
3,186,6.0,1-2-0,0-1-2,0-1-2
3,187,0.0,0-0-1,0-1-2,0-1-2
3,188,0.0,1-0-1,0-2-1,0-1-2
3,189,1.0,0-2-0,0-1-2,0-1-2
3,190,0.0,1-0-0,0-1-2,0-1-2
3,191,4.0,1-2-1,0-1-2,0-1-2
3,192,0.0,0-0-1,0-1-2,0-1-2
3,193,4.0,1-1-2,0-1-2,0-1-2
3,194,6.0,0-1-2,0-1-2,0-1-2
3,195,4.0,2-2-0,0-1-2,0-1-2
3,196,3.0,2-0-2,0-1-2,0-1-2
3,197,3.0,0-2-2,0-2-1,0-1-2
3,198,0.0,1-0-0,0-1-2,0-1-2
3,199,0.0,0-1-2,0-2-1,0-1-2
3,200,3.0,2-0-2,0-1-2,0-1-2
3,201,6.0,0-1-2,0-1-2,0-1-2
3,202,6.0,0-1-2,0-1-2,0-1-2
3,203,3.0,2-2-1,0-1-2,0-1-2
3,204,0.0,2-1-0,0-1-2,0-1-2
3,205,0.0,0-1-2,0-2-1,0-1-2
3,206,0.0,1-0-0,0-1-2,0-1-2
3,207,0.0,0-1-1,0-1-2,0-1-2
3,208,6.0,0-1-2,0-1-2,0-1-2
3,209,6.0,0-1-2,0-1-2,0-1-2
3,210,6.0,0-1-2,0-1-2,0-1-2
3,211,6.0,0-1-2,0-1-2,0-1-2
3,212,6.0,0-1-2,0-1-2,0-1-2
3,213,6.0,0-1-2,0-1-2,0-1-2
3,214,0.0,0-1-2,0-2-1,0-1-2
3,215,6.0,0-1-2,0-1-2,0-1-2
3,216,0.0,2-2-2,0-1-2,0-1-2
3,217,4.0,1-1-2,0-1-2,0-1-2
3,218,6.0,0-2-1,0-1-2,0-1-2
3,219,6.0,0-1-2,0-1-2,0-1-2
3,220,4.0,1-2-1,0-1-2,0-1-2
3,221,6.0,0-1-2,0-1-2,0-1-2
3,222,6.0,0-1-2,0-1-2,0-1-2
3,223,6.0,1-0-2,0-1-2,0-1-2
3,224,6.0,0-1-2,0-1-2,0-1-2
3,225,4.0,1-2-2,0-1-2,0-1-2
3,226,0.0,1-0-1,0-1-2,0-1-2
3,227,6.0,0-1-2,0-1-2,0-1-2
3,228,0.0,1-0-2,0-1-2,0-1-2
3,229,6.0,0-1-2,0-1-2,0-1-2
3,230,6.0,0-1-2,0-1-2,0-1-2
3,231,6.0,0-1-2,0-1-2,0-1-2
3,232,0.0,1-1-1,0-1-2,0-1-2
3,233,6.0,2-0-1,0-1-2,0-1-2
3,234,0.0,0-1-2,0-2-1,0-1-2
3,235,6.0,0-1-2,0-1-2,0-1-2
3,236,6.0,0-1-2,0-1-2,0-1-2
3,237,6.0,0-1-2,0-1-2,0-1-2
3,238,6.0,0-1-2,0-1-2,0-1-2
3,239,6.0,0-1-2,0-1-2,0-1-2
3,240,6.0,0-1-2,0-1-2,0-1-2
3,241,0.0,0-1-2,0-2-1,0-1-2
3,242,6.0,0-1-2,0-1-2,0-1-2
3,243,0.0,0-1-0,0-1-2,0-1-2
3,244,6.0,0-1-2,0-1-2,0-1-2
3,245,6.0,0-1-2,0-1-2,0-1-2
3,246,6.0,0-1-2,0-1-2,0-1-2
3,247,0.0,0-1-2,0-2-1,0-1-2
3,248,6.0,0-1-2,0-1-2,0-1-2
3,249,1.0,0-2-0,0-1-2,0-1-2
3,250,0.0,0-2-2,0-1-2,0-1-2
3,251,0.0,0-1-2,0-2-1,0-1-2
3,252,6.0,0-1-2,0-1-2,0-1-2
3,253,0.0,1-0-1,0-1-2,0-1-2
3,254,0.0,0-1-0,0-1-2,0-1-2
3,255,4.0,1-2-1,0-1-2,0-1-2
3,256,0.0,0-2-1,0-1-2,0-1-2
3,257,6.0,0-1-2,0-1-2,0-1-2
3,258,6.0,0-1-2,0-1-2,0-1-2
3,259,6.0,0-1-2,0-1-2,0-1-2
3,260,0.0,0-1-1,0-1-2,0-1-2
3,261,6.0,0-1-2,0-1-2,0-1-2
3,262,6.0,0-1-2,0-1-2,0-1-2
3,263,0.0,0-1-1,0-1-2,0-1-2
3,264,6.0,0-1-2,0-1-2,0-1-2
3,265,3.0,1-2-2,0-1-2,0-1-2
3,266,0.0,1-2-1,0-1-2,0-1-2
3,267,0.0,0-1-0,0-1-2,0-1-2
3,268,0.0,1-1-0,0-1-2,0-1-2
3,269,0.0,0-0-0,0-1-2,0-1-2
3,270,6.0,0-1-2,0-1-2,0-1-2
3,271,0.0,0-1-0,0-1-2,0-1-2
3,272,4.0,1-1-2,0-2-1,0-1-2
3,273,0.0,0-1-2,0-2-1,0-1-2
3,274,6.0,0-1-2,0-1-2,0-1-2
3,275,6.0,1-2-0,0-1-2,0-1-2
3,276,6.0,0-1-2,0-1-2,0-1-2
3,277,0.0,0-1-2,0-2-1,0-1-2
3,278,6.0,0-1-2,0-1-2,0-1-2
3,279,6.0,0-1-2,0-1-2,0-1-2
3,280,6.0,0-1-2,0-1-2,0-1-2
3,281,6.0,0-1-2,0-1-2,0-1-2
3,282,0.0,2-0-0,0-1-2,0-1-2
3,283,6.0,0-1-2,0-1-2,0-1-2
3,284,6.0,0-1-2,0-1-2,0-1-2
3,285,0.0,0-1-2,0-2-1,0-1-2
3,286,6.0,0-1-2,0-1-2,0-1-2
3,287,6.0,0-1-2,0-1-2,0-1-2
3,288,6.0,0-1-2,0-1-2,0-1-2
3,289,6.0,0-1-2,0-1-2,0-1-2
3,290,0.0,0-1-2,0-2-1,0-1-2
3,291,6.0,0-1-2,0-1-2,0-1-2
3,292,6.0,0-1-2,0-1-2,0-1-2
3,293,4.0,1-2-1,0-2-1,0-1-2
3,294,6.0,0-1-2,0-1-2,0-1-2
3,295,0.0,0-0-0,0-1-2,0-1-2
3,296,6.0,0-1-2,0-1-2,0-1-2
3,297,6.0,0-1-2,0-1-2,0-1-2
3,298,0.0,0-2-2,0-1-2,0-1-2
3,299,0.0,0-1-2,0-2-1,0-2-2
3,300,6.0,2-1-0,0-1-2,0-1-2
3,301,4.0,2-1-2,0-1-2,0-1-2
3,302,6.0,0-1-2,0-1-2,0-1-2
3,303,3.0,0-2-2,0-2-1,0-2-2
3,304,6.0,0-1-2,0-1-2,0-1-2
3,305,3.0,2-0-2,0-1-2,0-1-2
3,306,6.0,0-1-2,0-1-2,0-1-2
3,307,6.0,0-1-2,0-1-2,0-1-2
3,308,6.0,0-1-2,0-1-2,0-1-2
3,309,0.0,0-1-1,0-1-2,0-1-2
3,310,0.0,0-2-2,0-1-2,0-2-2
3,311,6.0,0-1-2,0-1-2,0-1-2
3,312,0.0,0-2-2,0-1-2,0-1-2
3,313,6.0,0-1-2,0-1-2,0-1-2
3,314,6.0,0-1-2,0-1-2,0-1-2
3,315,6.0,0-1-2,0-1-2,0-1-2
3,316,3.0,2-2-1,0-1-2,0-1-2
3,317,6.0,0-1-2,0-1-2,0-1-2
3,318,0.0,1-0-1,0-1-2,0-1-2
3,319,6.0,0-1-2,0-1-2,0-1-2
3,320,6.0,0-1-2,0-1-2,0-1-2
3,321,6.0,0-1-2,0-1-2,0-1-2
3,322,6.0,0-1-2,0-1-2,0-1-2
3,323,6.0,0-1-2,0-1-2,0-1-2
3,324,4.0,1-1-2,0-1-2,0-1-2
3,325,6.0,0-1-2,0-1-2,0-1-2
3,326,6.0,0-1-2,0-1-2,0-1-2
3,327,6.0,0-1-2,0-1-2,0-1-2
3,328,6.0,0-1-2,0-1-2,0-1-2
3,329,6.0,0-1-2,0-1-2,0-1-2
3,330,0.0,0-1-2,0-2-1,0-1-2
3,331,6.0,0-1-2,0-1-2,0-1-2
3,332,6.0,0-1-2,0-1-2,0-1-2
3,333,6.0,0-1-2,0-1-2,0-1-2
3,334,6.0,2-1-0,0-1-2,0-1-2
3,335,0.0,2-1-1,0-2-1,0-1-2
3,336,0.0,0-1-2,0-2-1,0-1-2
3,337,6.0,0-1-2,0-1-2,0-1-2
3,338,6.0,0-1-2,0-1-2,0-1-2
3,339,6.0,2-1-0,0-1-2,0-1-2
3,340,6.0,0-1-2,0-1-2,0-1-2
3,341,6.0,0-1-2,0-1-2,0-1-2
3,342,0.0,1-1-1,0-1-2,0-1-2
3,343,6.0,0-1-2,0-1-2,0-1-2
3,344,6.0,0-1-2,0-1-2,0-1-2
3,345,6.0,0-1-2,0-1-2,0-1-2
3,346,6.0,0-1-2,0-1-2,0-1-2
3,347,6.0,0-1-2,0-1-2,0-1-2
3,348,6.0,0-1-2,0-1-2,0-1-2
3,349,6.0,0-1-2,0-1-2,0-1-2
3,350,6.0,0-1-2,0-1-2,0-1-2
3,351,6.0,0-1-2,0-1-2,0-1-2
3,352,6.0,0-1-2,0-1-2,0-1-2
3,353,0.0,0-1-2,0-2-1,0-1-2
3,354,6.0,0-1-2,0-1-2,0-1-2
3,355,6.0,0-1-2,0-1-2,0-1-2
3,356,6.0,0-1-2,0-1-2,0-1-2
3,357,6.0,0-1-2,0-1-2,0-1-2
3,358,6.0,0-1-2,0-1-2,0-1-2
3,359,0.0,0-1-2,0-2-1,0-1-2
