seed,episode,soups,epsilon,agent_0_role_correct,agent_1_role_correct,agent_2_role_correct
0,89,5.0,0.6892757660167131,0,0,0
0,90,0.0,0.686908077994429,0,1,1
0,91,5.0,0.6845403899721448,0,1,0
0,92,5.0,0.6821727019498607,0,1,1
0,93,2.0,0.6798050139275766,1,0,1
0,94,0.0,0.6774373259052925,0,1,1
0,95,0.0,0.6750696378830083,0,1,1
0,96,0.0,0.6727019498607243,0,0,0
0,97,5.0,0.6703342618384401,0,0,0
0,98,0.0,0.667966573816156,1,0,0
0,99,5.0,0.6655988857938719,0,1,1
0,100,5.0,0.6632311977715878,0,0,0
0,101,8.0,0.6608635097493036,0,0,0
0,102,8.0,0.6584958217270196,0,0,1
0,103,0.0,0.6561281337047354,0,0,0
0,104,0.0,0.6537604456824513,1,0,0
0,105,8.0,0.6513927576601671,0,0,0
0,106,0.0,0.649025069637883,0,0,0
0,107,8.0,0.6466573816155989,0,0,1
0,108,5.0,0.6442896935933148,0,1,0
0,109,5.0,0.6419220055710306,0,0,1
0,110,5.0,0.6395543175487466,0,1,1
0,111,0.0,0.6371866295264624,0,0,0
0,112,4.0,0.6348189415041783,0,0,1
0,113,0.0,0.6324512534818942,1,0,0
0,114,0.0,0.6300835654596101,0,0,0
0,115,0.0,0.6277158774373259,1,0,0
0,116,5.0,0.6253481894150419,0,0,0
0,117,8.0,0.6229805013927576,1,1,1
0,118,0.0,0.6206128133704736,1,0,0
0,119,8.0,0.6182451253481894,0,0,0
0,120,5.0,0.6158774373259053,1,1,0
0,121,0.0,0.6135097493036212,0,1,1
0,122,0.0,0.6111420612813371,0,0,0
0,123,0.0,0.6087743732590529,0,1,0
0,124,0.0,0.6064066852367689,0,0,0
0,125,5.0,0.6040389972144846,1,0,1
0,126,0.0,0.6016713091922006,0,1,0
0,127,5.0,0.5993036211699165,1,0,1
0,128,0.0,0.5969359331476323,0,0,1
0,129,5.0,0.5945682451253482,0,0,0
0,130,0.0,0.5922005571030642,0,0,1
0,131,4.0,0.5898328690807799,0,0,1
0,132,5.0,0.5874651810584959,0,1,1
0,133,4.0,0.5850974930362117,0,0,1
0,134,5.0,0.5827298050139276,0,1,1
0,135,0.0,0.5803621169916435,1,0,1
0,136,4.0,0.5779944289693594,0,1,0
0,137,8.0,0.5756267409470752,0,0,1
0,138,0.0,0.5732590529247912,0,1,0
0,139,5.0,0.570891364902507,0,0,0
0,140,4.0,0.5685236768802229,1,0,0
0,141,5.0,0.5661559888579387,1,0,1
0,142,0.0,0.5637883008356546,0,1,0
0,143,1.0,0.5614206128133705,0,0,1
0,144,0.0,0.5590529247910864,0,0,0
0,145,5.0,0.5566852367688022,0,0,1
0,146,8.0,0.5543175487465182,0,0,0
0,147,8.0,0.551949860724234,0,0,0
0,148,5.0,0.5495821727019499,0,1,1
0,149,0.0,0.5472144846796658,1,0,0
0,150,4.0,0.5448467966573816,0,0,1
0,151,0.0,0.5424791086350975,0,0,0
0,152,5.0,0.5401114206128135,0,1,1
0,153,0.0,0.5377437325905292,0,0,0
0,154,5.0,0.5353760445682452,1,1,0
0,155,2.0,0.5330083565459611,1,1,0
0,156,0.0,0.5306406685236769,0,0,0
0,157,8.0,0.5282729805013928,0,0,0
0,158,0.0,0.5259052924791087,0,0,1
0,159,0.0,0.5235376044568245,1,0,0
0,160,0.0,0.5211699164345405,1,0,1
0,161,0.0,0.5188022284122563,0,0,0
0,162,5.0,0.5164345403899722,0,1,0
0,163,5.0,0.5140668523676881,0,0,1
0,164,0.0,0.511699164345404,0,0,0
0,165,5.0,0.5093314763231198,0,1,0
0,166,8.0,0.5069637883008357,1,0,0
0,167,5.0,0.5045961002785515,1,1,0
0,168,1.0,0.5022284122562675,0,1,0
0,169,2.0,0.4998607242339833,0,1,1
0,170,0.0,0.4974930362116992,0,0,0
0,171,8.0,0.49512534818941506,0,0,1
0,172,0.0,0.49275766016713096,1,1,0
0,173,5.0,0.4903899721448468,0,1,1
0,174,0.0,0.4880222841225627,0,0,0
0,175,4.0,0.48565459610027856,0,0,1
0,176,5.0,0.48328690807799446,1,1,0
0,177,5.0,0.48091922005571036,0,0,0
0,178,5.0,0.4785515320334262,0,0,0
0,179,5.0,0.47618384401114205,1,1,0
0,180,5.0,0.473816155988858,1,1,0
0,181,0.0,0.4714484679665738,0,0,1
0,182,5.0,0.4690807799442897,0,1,1
0,183,5.0,0.46671309192200566,1,1,0
0,184,5.0,0.46434540389972145,0,0,1
0,185,5.0,0.46197771587743736,1,1,0
0,186,5.0,0.45961002785515326,0,1,1
0,187,0.0,0.4572423398328691,1,1,0
0,188,0.0,0.454874651810585,1,0,0
0,189,0.0,0.45250696378830085,0,1,0
0,190,0.0,0.45013927576601676,0,0,1
0,191,0.0,0.44777158774373266,1,0,0
0,192,5.0,0.4454038997214485,0,1,1
0,193,5.0,0.4430362116991644,0,0,1
0,194,5.0,0.4406685236768803,1,0,1
0,195,0.0,0.4383008356545961,1,0,1
0,196,5.0,0.43593314763231206,1,0,1
0,197,5.0,0.43356545961002785,1,0,1
0,198,5.0,0.43119777158774375,0,0,0
0,199,5.0,0.4288300835654597,0,1,1
0,200,5.0,0.4264623955431755,1,1,0
0,201,0.0,0.4240947075208914,0,0,0
0,202,5.0,0.42172701949860725,0,1,1
0,203,5.0,0.41935933147632315,1,1,0
0,204,0.0,0.41699164345403905,0,0,1
0,205,0.0,0.4146239554317549,0,0,0
0,206,5.0,0.4122562674094708,1,1,0
0,207,5.0,0.4098885793871867,1,0,1
0,208,0.0,0.40752089136490255,0,0,0
0,209,5.0,0.40515320334261845,1,0,1
0,210,5.0,0.40278551532033424,0,0,1
0,211,5.0,0.40041782729805014,0,0,1
0,212,0.0,0.39805013927576605,0,0,1
0,213,5.0,0.3956824512534819,0,0,1
0,214,5.0,0.39331476323119785,0,1,1
0,215,5.0,0.3909470752089137,0,0,0
0,216,4.0,0.38857938718662954,1,0,0
0,217,0.0,0.3862116991643455,0,0,0
0,218,0.0,0.38384401114206124,1,1,0
0,219,4.0,0.3814763231197772,0,1,0
0,220,5.0,0.37910863509749315,1,0,1
0,221,0.0,0.3767409470752089,1,0,0
0,222,5.0,0.37437325905292484,1,1,0
0,223,0.0,0.3720055710306408,0,0,1
0,224,8.0,0.36963788300835654,0,1,0
0,225,0.0,0.3672701949860725,0,0,1
0,226,5.0,0.36490250696378834,0,0,1
0,227,5.0,0.3625348189415042,0,1,1
0,228,0.0,0.36016713091922015,0,0,1
0,229,5.0,0.357799442896936,1,0,1
0,230,5.0,0.35543175487465184,1,1,0
0,231,8.0,0.3530640668523677,0,1,0
0,232,5.0,0.35069637883008364,0,0,1
0,233,5.0,0.3483286908077995,1,0,0
0,234,5.0,0.34596100278551534,0,1,1
0,235,5.0,0.3435933147632312,1,0,1
0,236,0.0,0.34122562674094714,0,0,0
0,237,5.0,0.338857938718663,0,0,0
0,238,5.0,0.33649025069637883,0,0,1
0,239,8.0,0.3341225626740947,0,1,0
0,240,5.0,0.33175487465181064,1,0,0
0,241,5.0,0.3293871866295265,1,0,0
0,242,5.0,0.32701949860724233,1,0,1
0,243,5.0,0.3246518105849583,0,0,0
0,244,8.0,0.32228412256267414,0,0,0
0,245,0.0,0.31991643454039,0,0,0
0,246,0.0,0.31754874651810594,0,0,0
0,247,5.0,0.3151810584958217,0,1,0
0,248,4.0,0.31281337047353763,0,0,1
0,249,5.0,0.3104456824512536,0,1,1
0,250,5.0,0.3080779944289693,0,1,1
0,251,5.0,0.3057103064066853,0,1,1
0,252,0.0,0.30334261838440124,1,0,0
0,253,5.0,0.300974930362117,0,0,0
0,254,5.0,0.29860724233983293,0,1,1
0,255,5.0,0.2962395543175488,1,0,0
0,256,5.0,0.2938718662952646,0,1,1
0,257,4.0,0.2915041782729806,0,0,1
0,258,0.0,0.28913649025069643,1,0,0
0,259,8.0,0.2867688022284123,0,1,0
0,260,5.0,0.28440111420612824,1,1,0
0,261,4.0,0.2820334261838441,0,0,1
0,262,5.0,0.27966573816155993,0,1,1
0,263,0.0,0.2772980501392758,0,0,0
0,264,5.0,0.27493036211699173,0,0,1
0,265,8.0,0.2725626740947076,1,1,1
0,266,8.0,0.2701949860724234,0,1,0
0,267,8.0,0.2678272980501393,0,1,0
0,268,0.0,0.2654596100278551,1,0,1
0,269,8.0,0.2630919220055711,0,1,0
0,270,8.0,0.2607242339832869,0,0,0
0,271,0.0,0.25835654596100277,1,1,0
0,272,5.0,0.25598885793871873,1,0,1
0,273,8.0,0.2536211699164346,0,1,0
0,274,8.0,0.2512534818941504,0,0,0
0,275,0.0,0.24888579387186638,0,0,0
0,276,0.0,0.24651810584958223,0,0,1
0,277,8.0,0.24415041782729807,0,1,0
0,278,5.0,0.24178272980501403,0,1,1
0,279,8.0,0.23941504178272976,1,1,1
0,280,8.0,0.23704735376044572,1,1,1
0,281,8.0,0.23467966573816168,0,0,0
0,282,8.0,0.23231197771587742,0,0,0
0,283,1.0,0.22994428969359337,0,1,0
0,284,8.0,0.22757660167130922,0,0,0
0,285,0.0,0.22520891364902507,0,0,1
0,286,0.0,0.22284122562674102,0,0,1
0,287,0.0,0.22047353760445687,0,0,0
0,288,8.0,0.21810584958217272,1,0,0
0,289,0.0,0.21573816155988867,0,0,1
0,290,8.0,0.21337047353760452,1,0,0
0,291,0.0,0.21100278551532037,0,0,0
0,292,8.0,0.20863509749303621,0,0,0
0,293,8.0,0.20626740947075217,1,1,1
0,294,8.0,0.20389972144846802,0,1,0
0,295,0.0,0.20153203342618387,1,1,0
0,296,4.0,0.19916434540389982,0,1,0
0,297,5.0,0.19679665738161556,0,1,0
0,298,5.0,0.19442896935933152,1,1,0
0,299,4.0,0.19206128133704747,0,0,1
0,300,8.0,0.1896935933147632,1,1,1
0,301,5.0,0.18732590529247917,1,0,1
0,302,8.0,0.184958217270195,1,1,1
0,303,0.0,0.18259052924791086,0,0,0
0,304,8.0,0.18022284122562682,0,1,0
0,305,4.0,0.17785515320334266,0,1,0
0,306,2.0,0.1754874651810585,0,1,1
0,307,8.0,0.17311977715877447,1,1,1
0,308,0.0,0.17075208913649031,0,0,0
0,309,4.0,0.16838440111420616,0,1,0
0,310,8.0,0.16601671309192212,0,0,1
0,311,8.0,0.16364902506963785,1,0,0
0,312,8.0,0.1612813370473538,0,0,1
0,313,8.0,0.15891364902506966,0,0,1
0,314,0.0,0.1565459610027855,0,1,0
0,315,8.0,0.15417827298050146,1,0,0
0,316,8.0,0.1518105849582173,0,0,0
0,317,8.0,0.14944289693593316,0,0,0
0,318,8.0,0.1470752089136491,0,0,1
0,319,5.0,0.14470752089136496,1,0,0
0,320,8.0,0.1423398328690808,0,0,0
0,321,8.0,0.13997214484679665,1,0,0
0,322,8.0,0.1376044568245126,1,1,1
0,323,8.0,0.13523676880222846,0,0,1
0,324,8.0,0.1328690807799443,0,0,1
0,325,8.0,0.13050139275766026,0,0,1
0,326,0.0,0.1281337047353761,0,1,0
0,327,0.0,0.12576601671309195,0,1,0
0,328,8.0,0.12339832869080791,1,1,1
0,329,0.0,0.12103064066852365,1,1,0
0,330,8.0,0.1186629526462396,0,0,1
0,331,8.0,0.11629526462395556,1,1,1
0,332,0.0,0.1139275766016713,0,0,0
0,333,0.0,0.11155988857938726,1,0,1
0,334,4.0,0.1091922005571031,0,1,0
0,335,8.0,0.10682451253481895,0,1,0
0,336,8.0,0.10445682451253491,0,1,0
0,337,4.0,0.10208913649025075,0,1,0
0,338,4.0,0.0997214484679666,0,1,0
0,339,8.0,0.09735376044568256,0,1,0
0,340,4.0,0.0949860724233984,0,0,1
0,341,8.0,0.09261838440111425,1,0,0
0,342,8.0,0.0902506963788301,0,1,0
0,343,8.0,0.08788300835654594,0,0,0
0,344,8.0,0.0855153203342619,1,1,1
0,345,0.0,0.08314763231197775,0,0,1
0,346,8.0,0.0807799442896936,0,0,0
0,347,8.0,0.07841225626740955,1,1,1
0,348,0.0,0.0760445682451254,0,0,1
0,349,8.0,0.07367688022284125,1,1,1
0,350,0.0,0.07130919220055709,0,0,1
0,351,8.0,0.06894150417827305,1,0,0
0,352,0.0,0.0665738161559889,0,0,0
0,353,8.0,0.06420612813370474,0,1,0
0,354,0.0,0.0618384401114207,0,1,1
0,355,5.0,0.05947075208913655,0,1,0
0,356,8.0,0.057103064066852394,0,0,1
0,357,8.0,0.05473537604456835,0,0,0
0,358,8.0,0.05236768802228409,0,1,0
0,359,4.0,0.050000000000000044,0,1,0
