seed,episode,soups,sampled_roles,teacher_roles,observed_roles
0,108,0.0,1-1-1,0-2-1,0-2-1
0,109,4.0,2-0-2,1-0-2,0-2-2
0,110,0.0,1-1-1,1-0-2,0-2-2
0,111,4.0,1-2-1,1-2-0,0-2-1
0,112,4.0,2-1-1,0-1-2,0-2-2
0,113,3.0,0-2-0,1-2-0,0-2-1
0,114,6.0,0-1-2,0-1-2,0-2-1
0,115,0.0,0-0-0,1-0-2,0-2-2
0,116,6.0,0-1-2,0-1-2,0-2-2
0,117,0.0,1-0-0,0-1-2,0-2-1
0,118,4.0,1-2-2,0-1-2,0-2-2
0,119,6.0,0-2-1,0-2-1,0-2-2
0,120,0.0,1-1-1,0-1-2,0-2-2
0,121,6.0,2-1-0,0-1-2,0-2-1
0,122,0.0,0-0-1,0-1-2,0-2-2
0,123,0.0,0-0-0,1-2-0,0-2-2
0,124,0.0,0-2-0,0-2-1,0-2-2
0,125,4.0,2-1-2,0-1-2,0-2-2
0,126,0.0,2-1-0,0-1-2,0-2-2
0,127,0.0,0-0-2,0-1-2,0-2-2
0,128,6.0,0-1-2,0-1-2,0-2-2
0,129,4.0,1-2-1,0-1-2,0-2-2
0,130,2.0,0-2-0,0-1-2,0-1-2
0,131,0.0,0-0-1,0-1-2,0-1-2
0,132,6.0,1-2-0,0-2-1,0-1-2
0,133,4.0,2-2-1,0-1-2,0-1-2
0,134,0.0,0-1-1,0-2-1,0-1-2
0,135,0.0,1-1-2,0-1-2,0-1-2
0,136,0.0,1-1-1,0-1-2,0-1-2
0,137,0.0,1-0-1,0-1-2,0-1-2
0,138,3.0,2-2-1,0-1-2,0-1-2
0,139,6.0,1-0-2,0-1-2,0-1-2
0,140,0.0,0-1-1,0-1-2,0-1-2
0,141,0.0,2-2-2,0-1-2,0-1-2
0,142,0.0,1-2-0,0-1-2,0-1-2
0,143,4.0,1-2-2,0-1-2,0-1-2
0,144,0.0,1-0-1,0-2-1,0-1-2
0,145,6.0,2-1-0,0-2-1,0-1-2
0,146,1.0,0-2-0,0-1-2,0-1-2
0,147,3.0,2-1-2,0-1-2,0-1-2
0,148,0.0,2-1-1,0-2-1,0-1-2
0,149,6.0,0-1-2,0-1-2,0-1-2
0,150,2.0,0-2-0,0-1-2,0-1-2
0,151,0.0,0-0-1,0-1-2,0-1-2
0,152,0.0,0-0-1,0-2-1,0-1-2
0,153,0.0,2-2-0,0-2-1,0-1-2
0,154,0.0,2-1-1,0-1-2,0-1-2
0,155,3.0,2-2-0,0-1-2,0-1-2
0,156,6.0,1-2-0,0-1-2,0-1-2
0,157,4.0,2-1-1,0-1-2,0-1-2
0,158,6.0,2-0-1,0-1-2,0-1-2
0,159,2.0,0-0-2,0-2-1,0-1-2
0,160,0.0,0-0-1,0-1-2,0-1-2
0,161,4.0,2-2-1,0-1-2,0-1-2
0,162,6.0,0-1-2,0-1-2,0-1-2
0,163,0.0,0-0-0,0-1-2,0-1-2
0,164,6.0,1-2-0,0-1-2,0-1-2
0,165,0.0,0-2-2,0-1-2,0-1-2
0,166,6.0,0-1-2,0-1-2,0-1-2
0,167,4.0,2-1-2,0-1-2,0-1-2
0,168,4.0,1-2-1,0-1-2,0-1-2
0,169,4.0,2-2-1,0-2-1,0-1-2
0,170,6.0,0-2-1,0-1-2,0-1-2
0,171,0.0,1-0-0,0-1-2,0-1-2
0,172,0.0,0-1-2,0-2-1,0-1-2
0,173,6.0,0-1-2,0-1-2,0-1-2
0,174,6.0,0-1-2,0-1-2,0-1-2
0,175,0.0,0-1-2,0-2-1,0-1-2
0,176,6.0,0-1-2,0-1-2,0-1-2
0,177,0.0,1-0-1,0-1-2,0-1-2
0,178,4.0,1-2-1,0-1-2,0-1-2
0,179,0.0,1-1-1,0-1-2,0-1-2
0,180,6.0,0-1-2,0-1-2,0-1-2
0,181,6.0,0-1-2,0-1-2,0-1-2
0,182,6.0,0-1-2,0-1-2,0-1-2
0,183,4.0,1-2-2,0-1-2,0-1-2
0,184,0.0,2-1-1,0-2-1,0-1-2
0,185,4.0,2-2-0,0-1-2,0-1-2
0,186,4.0,2-1-1,0-1-2,0-1-2
0,187,6.0,0-1-2,0-1-2,0-1-2
0,188,6.0,0-1-2,0-1-2,0-1-2
0,189,4.0,1-1-2,0-1-2,0-1-2
0,190,6.0,0-1-2,0-1-2,0-1-2
0,191,4.0,2-0-2,0-1-2,0-1-2
0,192,6.0,0-1-2,0-1-2,0-1-2
0,193,0.0,1-0-1,0-1-2,0-1-2
0,194,0.0,0-0-1,0-1-2,0-1-2
0,195,6.0,0-1-2,0-1-2,0-1-2
0,196,0.0,0-0-1,0-1-2,0-1-2
0,197,6.0,0-1-2,0-1-2,0-1-2
0,198,4.0,2-0-0,0-1-2,0-1-2
0,199,0.0,1-0-1,0-1-2,0-1-2
0,200,0.0,0-1-0,0-1-2,0-1-2
0,201,3.0,2-2-1,0-1-2,0-1-2
0,202,2.0,0-0-2,0-1-2,0-1-2
0,203,0.0,0-0-1,0-1-2,0-1-2
0,204,0.0,2-2-2,0-2-1,0-1-2
0,205,2.0,0-2-0,0-1-2,0-1-2
0,206,4.0,2-2-0,0-1-2,0-1-2
0,207,6.0,0-1-2,0-1-2,0-1-2
0,208,0.0,0-1-2,0-2-1,0-1-2
0,209,6.0,0-1-2,0-1-2,0-1-2
0,210,0.0,0-1-2,0-2-1,0-1-2
0,211,4.0,2-2-1,0-1-2,0-1-2
0,212,0.0,0-1-2,0-2-1,0-1-2
0,213,6.0,0-1-2,0-1-2,0-1-2
0,214,6.0,0-1-2,0-1-2,0-1-2
0,215,6.0,0-1-2,0-1-2,0-1-2
0,216,4.0,2-1-1,0-1-2,0-1-2
0,217,0.0,0-0-0,0-2-1,0-1-2
0,218,0.0,0-1-2,0-2-1,0-1-2
0,219,6.0,0-1-2,0-1-2,0-1-2
0,220,6.0,0-1-2,0-1-2,0-1-2
0,221,6.0,0-1-2,0-1-2,0-1-2
0,222,0.0,0-0-1,0-1-2,0-1-2
0,223,4.0,2-1-2,0-1-2,0-1-2
0,224,6.0,0-1-2,0-1-2,0-1-2
0,225,1.0,0-0-2,0-1-2,0-1-2
0,226,2.0,0-0-2,0-2-1,0-1-2
0,227,0.0,1-0-0,0-1-2,0-1-2
0,228,6.0,0-1-2,0-1-2,0-1-2
0,229,6.0,0-1-2,0-1-2,0-1-2
0,230,6.0,0-1-2,0-1-2,0-1-2
0,231,6.0,0-1-2,0-1-2,0-1-2
0,232,0.0,0-1-2,0-2-1,0-1-2
0,233,6.0,0-1-2,0-1-2,0-1-2
0,234,6.0,0-1-2,0-1-2,0-1-2
0,235,0.0,0-1-2,0-2-1,0-1-2
0,236,6.0,0-1-2,0-1-2,0-1-2
0,237,6.0,0-1-2,0-1-2,0-1-2
0,238,0.0,0-1-2,0-2-1,0-1-2
0,239,6.0,0-1-2,0-1-2,0-1-2
0,240,6.0,0-1-2,0-1-2,0-1-2
0,241,6.0,0-1-2,0-1-2,0-1-2
0,242,6.0,1-2-0,0-2-1,0-1-2
0,243,6.0,0-1-2,0-1-2,0-1-2
0,244,6.0,0-1-2,0-1-2,0-1-2
0,245,6.0,0-1-2,0-1-2,0-1-2
0,246,6.0,0-1-2,0-1-2,0-1-2
0,247,6.0,0-1-2,0-1-2,0-1-2
0,248,6.0,1-2-0,0-1-2,0-1-2
0,249,6.0,0-2-1,0-1-2,0-1-2
0,250,2.0,0-0-2,0-1-2,0-1-2
0,251,6.0,0-1-2,0-1-2,0-1-2
0,252,6.0,1-2-0,0-1-2,0-1-2
0,253,0.0,1-0-1,0-1-2,0-1-2
0,254,6.0,0-1-2,0-1-2,0-1-2
0,255,6.0,0-1-2,0-1-2,0-1-2
0,256,6.0,0-1-2,0-1-2,0-1-2
0,257,6.0,0-1-2,0-1-2,0-1-2
0,258,6.0,0-1-2,0-1-2,0-1-2
0,259,4.0,2-2-0,0-1-2,0-1-2
0,260,6.0,0-1-2,0-1-2,0-1-2
0,261,0.0,0-1-2,0-2-1,0-1-2
0,262,6.0,0-1-2,0-1-2,0-1-2
0,263,6.0,0-1-2,0-1-2,0-1-2
0,264,6.0,0-1-2,0-1-2,0-1-2
0,265,0.0,2-2-0,0-1-2,0-1-2
0,266,6.0,0-1-2,0-1-2,0-1-2
0,267,3.0,2-0-2,0-1-2,0-1-2
0,268,6.0,0-1-2,0-1-2,0-1-2
0,269,6.0,0-1-2,0-1-2,0-1-2
0,270,6.0,0-1-2,0-1-2,0-1-2
0,271,2.0,0-2-0,0-1-2,0-1-2
0,272,6.0,0-1-2,0-1-2,0-1-2
0,273,6.0,0-1-2,0-1-2,0-1-2
0,274,0.0,2-1-1,0-1-2,0-1-2
0,275,6.0,0-1-2,0-1-2,0-1-2
0,276,0.0,0-1-2,0-2-1,0-1-2
0,277,6.0,0-1-2,0-1-2,0-1-2
0,278,6.0,0-1-2,0-1-2,0-1-2
0,279,0.0,0-0-1,0-1-2,0-1-2
0,280,6.0,0-1-2,0-1-2,0-1-2
0,281,0.0,0-0-0,0-1-2,0-1-2
0,282,6.0,0-1-2,0-1-2,0-1-2
0,283,6.0,0-1-2,0-1-2,0-1-2
0,284,6.0,0-1-2,0-1-2,0-1-2
0,285,6.0,2-0-1,0-1-2,0-1-2
0,286,0.0,0-1-2,0-2-1,0-1-2
0,287,6.0,0-1-2,0-1-2,0-1-2
0,288,6.0,0-1-2,0-1-2,0-1-2
0,289,0.0,0-1-2,0-2-1,0-1-2
0,290,6.0,0-1-2,0-1-2,0-1-2
0,291,6.0,0-1-2,0-1-2,0-1-2
0,292,6.0,0-1-2,0-1-2,0-1-2
0,293,6.0,0-1-2,0-1-2,0-1-2
0,294,0.0,0-0-0,0-1-2,0-1-2
0,295,6.0,0-1-2,0-1-2,0-1-2
0,296,6.0,0-1-2,0-1-2,0-1-2
0,297,6.0,0-1-2,0-1-2,0-1-2
0,298,4.0,2-1-1,0-1-2,0-1-2
0,299,0.0,0-1-2,0-2-1,0-1-2
0,300,0.0,1-2-0,0-1-2,0-1-2
0,301,6.0,0-1-2,0-1-2,0-1-2
0,302,6.0,0-1-2,0-1-2,0-1-2
0,303,6.0,0-1-2,0-1-2,0-1-2
0,304,6.0,0-1-2,0-1-2,0-1-2
0,305,6.0,0-1-2,0-1-2,0-1-2
0,306,0.0,0-1-2,0-2-1,0-1-2
0,307,6.0,0-1-2,0-1-2,0-1-2
0,308,6.0,0-1-2,0-1-2,0-1-2
0,309,6.0,1-2-0,0-1-2,0-1-2
0,310,6.0,0-1-2,0-1-2,0-1-2
0,311,0.0,2-0-0,0-1-2,0-1-2
0,312,6.0,0-1-2,0-1-2,0-1-2
0,313,6.0,0-1-2,0-1-2,0-1-2
0,314,6.0,0-1-2,0-1-2,0-1-2
0,315,6.0,0-1-2,0-1-2,0-1-2
0,316,6.0,0-1-2,0-1-2,0-1-2
0,317,0.0,0-1-2,0-2-1,0-1-2
0,318,6.0,0-1-2,0-1-2,0-1-2
0,319,4.0,1-2-2,0-1-2,0-1-2
0,320,0.0,0-2-0,0-2-1,0-1-2
0,321,6.0,0-1-2,0-1-2,0-1-2
0,322,6.0,2-0-1,0-1-2,0-1-2
0,323,6.0,0-1-2,0-1-2,0-1-2
0,324,6.0,0-1-2,0-1-2,0-1-2
0,325,6.0,0-1-2,0-1-2,0-1-2
0,326,6.0,0-1-2,0-1-2,0-1-2
0,327,6.0,0-1-2,0-1-2,0-1-2
0,328,6.0,0-1-2,0-1-2,0-1-2
0,329,6.0,0-1-2,0-1-2,0-1-2
0,330,6.0,0-1-2,0-1-2,0-1-2
0,331,6.0,0-1-2,0-1-2,0-1-2
0,332,6.0,0-1-2,0-1-2,0-1-2
0,333,6.0,0-1-2,0-1-2,0-1-2
0,334,6.0,0-1-2,0-1-2,0-1-2
0,335,6.0,0-1-2,0-1-2,0-1-2
0,336,6.0,0-1-2,0-1-2,0-1-2
0,337,6.0,0-1-2,0-1-2,0-1-2
0,338,6.0,0-1-2,0-1-2,0-1-2
0,339,6.0,0-1-2,0-1-2,0-1-2
0,340,0.0,0-1-2,0-2-1,0-1-2
0,341,0.0,2-0-0,0-1-2,0-1-2
0,342,6.0,0-1-2,0-1-2,0-1-2
0,343,6.0,0-1-2,0-1-2,0-1-2
0,344,4.0,2-1-1,0-1-2,0-1-2
0,345,0.0,0-1-2,0-2-1,0-1-2
0,346,6.0,0-1-2,0-1-2,0-1-2
0,347,6.0,0-1-2,0-1-2,0-1-2
0,348,0.0,0-1-2,0-2-1,0-1-2
0,349,6.0,0-1-2,0-1-2,0-1-2
0,350,6.0,1-0-2,0-2-1,0-1-2
0,351,6.0,0-1-2,0-1-2,0-1-2
0,352,0.0,0-1-2,0-2-1,0-1-2
0,353,6.0,0-1-2,0-1-2,0-1-2
0,354,0.0,1-0-1,0-1-2,0-1-2
0,355,6.0,0-1-2,0-1-2,0-1-2
0,356,6.0,0-1-2,0-1-2,0-1-2
0,357,6.0,0-1-2,0-1-2,0-1-2
0,358,6.0,0-1-2,0-1-2,0-1-2
0,359,6.0,0-1-2,0-1-2,0-1-2
1,0,4.0,1-1-2,1-1-2,2-2-0
1,1,4.0,2-0-0,2-0-0,2-2-0
1,2,1.0,0-2-0,1-1-2,2-2-0
1,3,0.0,1-1-1,1-1-1,2-0-2
1,4,4.0,2-2-1,2-2-1,2-0-2
1,5,4.0,2-0-2,2-0-2,2-0-2
1,6,0.0,1-1-1,2-0-2,2-0-2
1,7,2.0,0-0-2,2-0-2,2-0-2
1,8,0.0,0-0-1,0-0-1,2-0-2
1,9,4.0,2-2-1,2-2-1,2-0-2
1,10,0.0,0-0-0,2-0-0,2-0-2
1,11,3.0,1-2-2,1-2-2,2-0-2
1,12,0.0,0-1-1,1-2-2,2-0-2
1,13,0.0,0-1-1,2-2-1,2-0-2
1,14,1.0,0-0-2,1-2-2,2-0-2
1,15,0.0,1-1-0,2-2-1,2-0-2
1,16,0.0,2-2-0,2-0-2,2-0-2
1,17,4.0,2-2-1,2-2-1,2-0-2
1,18,0.0,1-2-1,0-0-1,2-0-2
1,19,0.0,2-1-1,2-0-0,2-0-2
1,20,6.0,2-1-0,2-1-0,2-0-2
1,21,0.0,1-2-0,2-2-1,2-0-2
1,22,6.0,2-1-0,2-1-0,2-0-2
1,23,0.0,1-0-0,2-0-2,2-0-2
1,24,0.0,0-2-2,2-2-1,2-0-2
1,25,0.0,1-1-2,2-1-0,2-0-2
1,26,6.0,0-2-1,0-2-1,2-2-1
1,27,6.0,2-0-1,2-0-1,2-2-1
1,28,0.0,2-0-2,2-0-0,2-2-1
1,29,6.0,2-0-1,2-0-1,2-2-1
1,30,0.0,1-0-0,2-2-1,2-2-1
1,31,0.0,0-0-1,2-2-1,2-2-1
1,32,6.0,0-2-1,0-2-1,2-2-1
1,33,6.0,1-2-0,0-2-1,2-2-1
1,34,4.0,1-2-1,1-2-1,2-2-1
1,35,6.0,2-0-1,2-0-1,2-2-1
1,36,4.0,1-1-2,0-2-1,2-2-1
1,37,3.0,2-1-2,0-2-1,2-2-1
1,38,0.0,2-0-0,2-0-1,2-2-1
1,39,4.0,0-2-2,0-2-1,2-2-1
1,40,6.0,1-0-2,1-0-2,2-2-1
1,41,0.0,0-2-0,1-2-1,2-2-1
1,42,0.0,0-0-1,0-2-1,2-2-1
1,43,6.0,1-2-0,1-2-0,2-2-1
1,44,0.0,0-1-0,0-2-1,2-2-1
1,45,0.0,2-0-0,0-2-1,2-2-1
1,46,4.0,2-1-1,1-2-0,2-2-1
1,47,0.0,1-0-0,0-2-1,2-2-1
1,48,4.0,1-1-2,1-2-0,2-2-1
1,49,2.0,0-0-2,1-2-0,2-2-1
1,50,0.0,2-2-2,1-2-0,2-2-1
1,51,0.0,0-1-0,1-0-2,2-2-1
1,52,6.0,2-0-1,2-0-1,2-2-1
1,53,3.0,2-0-2,1-1-2,2-2-1
1,54,6.0,2-0-1,0-2-1,1-2-1
1,55,0.0,2-2-0,1-2-0,1-2-1
1,56,0.0,0-0-1,1-0-2,2-2-1
1,57,3.0,0-2-2,1-0-2,1-2-1
1,58,3.0,2-1-2,2-0-1,1-2-1
1,59,0.0,0-0-0,1-1-2,1-2-1
1,60,6.0,0-2-1,0-2-1,1-2-1
1,61,0.0,0-2-2,1-1-2,1-2-1
1,62,0.0,0-0-1,0-2-1,1-2-1
1,63,6.0,1-0-2,0-2-1,1-2-1
1,64,3.0,1-2-2,1-2-0,1-2-1
1,65,0.0,1-1-1,0-2-1,1-2-1
1,66,0.0,2-1-1,0-2-1,1-2-1
1,67,0.0,1-1-0,1-0-2,1-2-1
1,68,0.0,2-0-2,0-2-1,1-2-1
1,69,4.0,2-1-1,0-2-1,1-2-1
1,70,4.0,2-1-2,1-1-2,1-2-1
1,71,0.0,1-1-0,0-2-1,1-2-1
1,72,0.0,1-0-2,1-2-0,1-2-1
1,73,6.0,0-1-2,0-1-2,1-2-1
1,74,4.0,1-2-1,0-2-1,1-2-1
1,75,0.0,2-1-0,0-2-1,1-2-1
1,76,4.0,2-0-0,0-2-1,0-2-1
1,77,0.0,2-2-2,0-2-1,0-2-1
1,78,3.0,2-0-2,1-2-0,0-2-1
1,79,0.0,0-1-1,0-2-1,0-2-1
1,80,0.0,0-1-2,0-2-1,0-2-1
1,81,4.0,0-2-2,1-2-0,0-2-1
1,82,6.0,2-1-0,0-1-2,0-2-1
1,83,4.0,1-2-2,1-1-2,0-2-1
1,84,0.0,1-1-0,1-2-0,0-2-1
1,85,0.0,0-0-0,0-2-1,0-2-1
1,86,2.0,0-2-0,1-2-0,0-2-1
1,87,0.0,1-0-1,0-2-1,0-2-1
1,88,0.0,1-0-0,1-1-2,0-2-1
1,89,4.0,2-0-0,0-2-1,0-2-1
1,90,0.0,2-2-2,0-2-1,0-2-1
1,91,4.0,2-1-1,0-2-1,0-2-1
1,92,6.0,1-0-2,1-0-2,0-2-1
1,93,6.0,0-1-2,0-1-2,0-2-1
1,94,6.0,1-0-2,0-2-1,0-2-1
1,95,0.0,2-2-2,0-2-1,0-2-1
1,96,4.0,1-2-2,0-2-1,0-2-1
1,97,6.0,2-1-0,0-2-1,0-2-1
1,98,0.0,0-0-0,0-1-2,0-2-1
1,99,0.0,1-2-1,1-0-2,0-2-1
1,100,0.0,0-1-0,0-2-1,0-2-1
1,101,4.0,2-1-2,1-2-0,0-2-1
1,102,2.0,0-2-0,0-1-2,0-2-1
1,103,3.0,0-2-0,0-1-2,0-2-1
1,104,1.0,0-0-2,0-2-1,0-2-1
1,105,3.0,0-2-2,0-2-1,0-2-1
1,106,4.0,1-2-2,0-2-1,0-2-1
1,107,0.0,0-0-0,1-2-0,0-2-1
1,108,0.0,0-1-0,0-1-2,0-2-1
1,109,0.0,1-1-2,0-2-1,0-2-1
1,110,4.0,2-2-1,1-2-0,0-2-1
1,111,4.0,2-0-0,1-0-2,0-2-2
1,112,4.0,1-1-2,0-1-2,0-2-2
1,113,4.0,1-2-2,0-1-2,0-2-2
1,114,0.0,0-1-1,0-1-2,0-2-2
1,115,6.0,0-1-2,0-1-2,0-2-1
1,116,0.0,0-0-0,0-2-1,0-2-2
1,117,3.0,2-2-0,0-1-2,0-2-1
1,118,6.0,1-2-0,0-1-2,0-2-2
1,119,0.0,0-1-0,1-2-0,0-1-2
1,120,3.0,2-2-1,0-1-2,0-1-2
1,121,0.0,1-0-1,0-1-2,0-2-2
1,122,6.0,0-1-2,0-1-2,0-1-2
1,123,0.0,1-0-1,0-2-1,0-1-2
1,124,4.0,2-1-1,1-0-2,0-1-2
1,125,3.0,2-2-0,0-1-2,0-1-2
1,126,4.0,2-1-2,0-1-2,0-1-2
1,127,0.0,0-2-0,0-2-1,0-1-2
1,128,0.0,1-1-1,0-1-2,0-1-2
1,129,0.0,1-0-0,0-2-1,0-1-2
1,130,6.0,1-0-2,0-1-2,0-1-2
1,131,0.0,0-2-0,0-2-1,0-1-2
1,132,0.0,2-2-2,0-1-2,0-1-2
1,133,4.0,2-0-2,0-1-2,0-1-2
1,134,0.0,2-0-1,1-0-2,0-1-2
1,135,4.0,1-2-1,0-1-2,0-1-2
1,136,3.0,2-2-1,1-0-2,0-1-2
1,137,0.0,0-1-1,0-2-1,0-1-2
1,138,0.0,1-1-1,0-1-2,0-1-2
1,139,0.0,1-0-1,1-0-2,0-1-2
1,140,1.0,0-0-2,0-1-2,0-1-2
1,141,6.0,0-1-2,0-1-2,0-1-2
1,142,6.0,1-2-0,1-0-2,0-1-2
1,143,0.0,1-1-0,0-1-2,0-1-2
1,144,0.0,0-2-1,0-1-2,0-1-2
1,145,6.0,0-1-2,0-1-2,0-1-2
1,146,0.0,0-1-1,0-1-2,0-1-2
1,147,0.0,1-1-1,0-1-2,0-1-2
1,148,6.0,0-2-1,0-2-1,0-1-2
1,149,4.0,2-2-0,0-1-2,0-1-2
1,150,0.0,1-0-1,0-1-2,0-1-2
1,151,6.0,0-2-1,0-2-1,0-1-2
1,152,6.0,0-2-1,0-1-2,0-1-2
1,153,6.0,2-1-0,0-2-1,0-1-2
1,154,6.0,0-1-2,0-1-2,0-1-2
1,155,0.0,2-2-2,0-2-1,0-1-2
1,156,0.0,1-0-0,0-1-2,0-1-2
1,157,0.0,0-1-2,0-2-1,0-1-2
1,158,0.0,1-0-1,0-1-2,0-1-2
1,159,6.0,1-2-0,0-1-2,0-1-2
1,160,0.0,0-1-1,0-2-1,0-1-2
1,161,0.0,1-1-0,0-1-2,0-1-2
1,162,6.0,0-1-2,0-1-2,0-1-2
1,163,6.0,0-1-2,0-1-2,0-1-2
1,164,6.0,0-1-2,0-1-2,0-1-2
1,165,4.0,2-1-1,0-1-2,0-1-2
1,166,6.0,0-1-2,0-1-2,0-1-2
1,167,0.0,0-1-2,0-2-1,0-1-2
1,168,4.0,2-0-2,0-2-1,0-1-2
1,169,0.0,0-1-2,0-2-1,0-1-2
1,170,0.0,2-2-2,0-1-2,0-1-2
1,171,6.0,0-1-2,0-1-2,0-1-2
1,172,0.0,0-0-2,0-2-1,0-1-2
1,173,6.0,0-1-2,0-1-2,0-1-2
1,174,0.0,0-1-2,0-2-1,0-1-2
1,175,6.0,0-1-2,0-1-2,0-1-2
