seed,episode,soups,sampled_roles,teacher_roles,observed_roles
1,176,6.0,0-1-2,0-1-2,0-1-2
1,177,0.0,1-0-0,0-1-2,0-1-2
1,178,6.0,0-1-2,0-1-2,0-1-2
1,179,6.0,0-1-2,0-1-2,0-1-2
1,180,0.0,1-1-2,0-1-2,0-1-2
1,181,0.0,0-0-2,0-1-2,0-1-2
1,182,4.0,2-2-0,0-2-1,0-1-2
1,183,6.0,0-1-2,0-1-2,0-1-2
1,184,4.0,2-1-2,0-1-2,0-1-2
1,185,4.0,1-2-1,0-1-2,0-1-2
1,186,6.0,0-1-2,0-1-2,0-1-2
1,187,0.0,2-2-2,0-1-2,0-1-2
1,188,6.0,0-1-2,0-1-2,0-1-2
1,189,0.0,0-1-0,0-1-2,0-1-2
1,190,0.0,0-1-2,0-2-1,0-1-2
1,191,6.0,0-1-2,0-1-2,0-1-2
1,192,0.0,0-1-0,0-2-1,0-1-2
1,193,0.0,1-1-0,0-1-2,0-1-2
1,194,0.0,1-0-0,0-1-2,0-1-2
1,195,6.0,0-1-2,0-1-2,0-1-2
1,196,6.0,0-1-2,0-1-2,0-1-2
1,197,6.0,0-1-2,0-1-2,0-1-2
1,198,3.0,2-1-2,0-1-2,0-1-2
1,199,4.0,2-1-1,0-1-2,0-1-2
1,200,0.0,0-0-1,0-2-1,0-1-2
1,201,6.0,0-1-2,0-1-2,0-1-2
1,202,0.0,2-2-0,0-1-2,0-1-2
1,203,0.0,2-0-0,0-1-2,0-1-2
1,204,6.0,0-1-2,0-1-2,0-1-2
1,205,0.0,0-0-0,0-1-2,0-1-2
1,206,6.0,0-1-2,0-1-2,0-1-2
1,207,1.0,0-0-2,0-1-2,0-1-2
1,208,0.0,0-1-2,0-2-1,0-1-2
1,209,0.0,1-1-0,0-2-1,0-1-2
1,210,2.0,0-0-2,0-1-2,0-1-2
1,211,6.0,0-1-2,0-1-2,0-1-2
1,212,0.0,2-2-2,0-2-1,0-1-2
1,213,6.0,0-1-2,0-1-2,0-1-2
1,214,0.0,1-1-1,0-2-1,0-1-2
1,215,6.0,0-1-2,0-1-2,0-1-2
1,216,6.0,0-1-2,0-1-2,0-1-2
1,217,0.0,0-1-2,0-2-1,0-1-2
1,218,6.0,0-1-2,0-1-2,0-1-2
1,219,0.0,0-0-0,0-1-2,0-1-2
1,220,6.0,0-1-2,0-1-2,0-1-2
1,221,6.0,0-1-2,0-1-2,0-1-2
1,222,6.0,0-1-2,0-1-2,0-1-2
1,223,0.0,0-1-2,0-2-1,0-1-2
1,224,6.0,0-1-2,0-1-2,0-1-2
1,225,0.0,0-1-2,0-2-1,0-1-2
1,226,6.0,0-1-2,0-1-2,0-1-2
1,227,4.0,2-0-0,0-2-1,0-1-2
1,228,6.0,0-1-2,0-1-2,0-1-2
1,229,6.0,0-1-2,0-1-2,0-1-2
1,230,0.0,0-1-1,0-1-2,0-1-2
1,231,6.0,0-1-2,0-1-2,0-1-2
1,232,0.0,2-2-0,0-2-1,0-1-2
1,233,6.0,0-1-2,0-1-2,0-1-2
1,234,6.0,0-1-2,0-1-2,0-1-2
1,235,6.0,0-1-2,0-1-2,0-1-2
1,236,6.0,0-1-2,0-1-2,0-1-2
1,237,4.0,1-2-2,0-2-1,0-1-2
1,238,6.0,0-1-2,0-1-2,0-1-2
1,239,0.0,2-2-2,0-1-2,0-1-2
1,240,6.0,0-1-2,0-1-2,0-1-2
1,241,6.0,0-1-2,0-1-2,0-1-2
1,242,3.0,2-0-2,0-1-2,0-1-2
1,243,6.0,0-1-2,0-1-2,0-1-2
1,244,6.0,0-1-2,0-1-2,0-1-2
1,245,0.0,0-1-2,0-2-1,0-1-2
1,246,0.0,1-0-1,0-1-2,0-1-2
1,247,6.0,0-1-2,0-1-2,0-1-2
1,248,2.0,0-0-2,0-2-1,0-1-2
1,249,6.0,0-1-2,0-1-2,0-1-2
1,250,4.0,1-2-1,0-1-2,0-1-2
1,251,0.0,0-1-2,0-2-1,0-1-2
1,252,6.0,0-1-2,0-1-2,0-1-2
1,253,6.0,0-1-2,0-1-2,0-1-2
1,254,0.0,0-1-2,0-2-1,0-1-2
1,255,0.0,1-0-2,0-1-2,0-1-2
1,256,6.0,0-1-2,0-1-2,0-1-2
1,257,4.0,1-1-2,0-1-2,0-1-2
1,258,6.0,0-1-2,0-1-2,0-1-2
1,259,6.0,0-1-2,0-1-2,0-1-2
1,260,6.0,0-1-2,0-1-2,0-1-2
1,261,6.0,0-1-2,0-1-2,0-1-2
1,262,6.0,0-1-2,0-1-2,0-1-2
1,263,6.0,0-1-2,0-1-2,0-1-2
1,264,6.0,0-1-2,0-1-2,0-1-2
1,265,0.0,0-1-0,0-2-1,0-1-2
1,266,0.0,0-1-2,0-2-1,0-1-2
1,267,6.0,0-1-2,0-1-2,0-1-2
1,268,6.0,0-1-2,0-1-2,0-1-2
1,269,4.0,2-2-0,0-1-2,0-1-2
1,270,3.0,1-2-2,0-1-2,0-1-2
1,271,0.0,1-1-0,0-1-2,0-1-2
1,272,0.0,1-0-1,0-2-1,0-1-2
1,273,6.0,0-1-2,0-1-2,0-1-2
1,274,4.0,2-0-0,0-1-2,0-1-2
1,275,0.0,0-1-0,0-2-1,0-1-2
1,276,6.0,0-1-2,0-1-2,0-1-2
1,277,6.0,0-1-2,0-1-2,0-1-2
1,278,6.0,0-1-2,0-1-2,0-1-2
1,279,4.0,1-1-2,0-1-2,0-1-2
1,280,1.0,0-0-2,0-1-2,0-1-2
1,281,6.0,0-1-2,0-1-2,0-1-2
1,282,6.0,0-1-2,0-1-2,0-1-2
1,283,6.0,0-1-2,0-1-2,0-1-2
1,284,6.0,0-1-2,0-1-2,0-1-2
1,285,6.0,0-1-2,0-1-2,0-1-2
1,286,6.0,0-1-2,0-1-2,0-1-2
1,287,6.0,0-1-2,0-1-2,0-1-2
1,288,6.0,0-1-2,0-1-2,0-1-2
1,289,1.0,0-0-2,0-1-2,0-1-2
1,290,0.0,0-2-2,0-1-2,0-1-2
1,291,0.0,0-1-2,0-2-1,0-1-2
1,292,6.0,0-1-2,0-1-2,0-1-2
1,293,6.0,0-1-2,0-1-2,0-1-2
1,294,0.0,1-0-0,0-1-2,0-1-2
1,295,3.0,2-0-2,0-1-2,0-1-2
1,296,0.0,1-0-1,0-1-2,0-1-2
1,297,6.0,0-1-2,0-1-2,0-1-2
1,298,6.0,2-0-1,0-1-2,0-1-2
1,299,0.0,0-1-2,0-2-1,0-1-2
1,300,6.0,0-1-2,0-1-2,0-1-2
1,301,6.0,0-1-2,0-1-2,0-1-2
1,302,0.0,0-1-2,0-2-1,0-1-2
1,303,0.0,0-1-2,0-2-1,0-1-2
1,304,6.0,0-1-2,0-1-2,0-1-2
1,305,6.0,0-1-2,0-1-2,0-1-2
1,306,0.0,0-1-2,0-2-1,0-1-2
1,307,6.0,0-1-2,0-1-2,0-1-2
1,308,0.0,0-1-2,0-2-1,0-1-2
1,309,0.0,2-1-1,0-1-2,0-1-2
1,310,6.0,0-1-2,0-1-2,0-1-2
1,311,6.0,0-1-2,0-1-2,0-1-2
1,312,0.0,0-1-2,0-2-1,0-1-2
1,313,1.0,0-2-0,0-1-2,0-1-2
1,314,6.0,0-1-2,0-1-2,0-1-2
1,315,0.0,1-1-1,0-1-2,0-1-2
1,316,0.0,0-1-2,0-2-1,0-2-2
1,317,0.0,1-1-0,0-1-2,0-1-2
1,318,6.0,0-1-2,0-1-2,0-1-2
1,319,6.0,0-1-2,0-1-2,0-1-2
1,320,6.0,0-1-2,0-1-2,0-1-2
1,321,3.0,0-2-2,0-2-1,0-2-2
1,322,3.0,0-2-2,0-2-1,0-2-2
1,323,6.0,0-1-2,0-1-2,0-1-2
1,324,6.0,0-1-2,0-1-2,0-1-2
1,325,6.0,2-0-1,0-1-2,0-1-2
1,326,3.0,0-2-2,0-2-1,0-2-2
1,327,6.0,0-1-2,0-1-2,0-1-2
1,328,6.0,0-1-2,0-1-2,0-1-2
1,329,6.0,0-1-2,0-1-2,0-1-2
1,330,0.0,0-2-2,0-1-2,0-2-2
1,331,6.0,0-1-2,0-1-2,0-1-2
1,332,0.0,0-2-2,0-1-2,0-1-2
1,333,0.0,0-0-0,0-1-2,0-1-2
1,334,0.0,0-1-2,0-2-1,0-1-2
1,335,6.0,0-1-2,0-1-2,0-1-2
1,336,4.0,2-1-1,0-1-2,0-1-2
1,337,6.0,0-1-2,0-1-2,0-1-2
1,338,6.0,0-1-2,0-1-2,0-1-2
1,339,6.0,0-1-2,0-1-2,0-1-2
1,340,6.0,0-1-2,0-1-2,0-1-2
1,341,0.0,0-1-2,0-2-1,0-1-2
1,342,6.0,0-1-2,0-1-2,0-1-2
1,343,6.0,0-1-2,0-1-2,0-1-2
1,344,6.0,0-1-2,0-1-2,0-1-2
1,345,0.0,0-1-2,0-2-1,0-1-2
1,346,0.0,0-1-2,0-2-1,0-1-2
1,347,6.0,0-1-2,0-1-2,0-1-2
1,348,6.0,0-1-2,0-1-2,0-1-2
1,349,6.0,0-1-2,0-1-2,0-1-2
1,350,6.0,0-1-2,0-1-2,0-1-2
1,351,6.0,0-1-2,0-1-2,0-1-2
1,352,6.0,0-1-2,0-1-2,0-1-2
1,353,6.0,0-1-2,0-1-2,0-1-2
1,354,6.0,0-1-2,0-1-2,0-1-2
1,355,6.0,0-1-2,0-1-2,0-1-2
1,356,6.0,0-1-2,0-1-2,0-1-2
1,357,6.0,0-1-2,0-1-2,0-1-2
1,358,6.0,0-1-2,0-1-2,0-1-2
1,359,6.0,0-1-2,0-1-2,0-1-2
