seed,episode,soups,epsilon,agent_0_loss,agent_1_loss,agent_2_loss,agent_0_agrees,agent_1_agrees,agent_2_agrees
0,43,0.0,0.6090909090909091,1.363875389099121,1.6156439781188965,1.1450719833374023,0,1,1
0,44,3.0,0.6000000000000001,0.9139358401298523,1.44536292552948,0.6255060434341431,0,1,0
0,45,0.0,0.5909090909090909,1.0236436128616333,1.0260703563690186,0.6384416222572327,0,0,0
0,46,0.0,0.5818181818181818,1.3888412714004517,1.493809461593628,1.061691403388977,0,1,1
0,47,0.0,0.5727272727272728,0.9056053161621094,1.3110666275024414,0.6569966673851013,1,0,0
0,48,3.0,0.5636363636363636,1.010980486869812,1.2258620262145996,0.6507635116577148,0,1,0
0,49,3.0,0.5545454545454545,1.3849769830703735,1.3502998352050781,1.0068743228912354,0,0,0
0,50,3.0,0.5454545454545454,1.0003266334533691,1.0480108261108398,0.6658594608306885,1,0,1
0,51,0.0,0.5363636363636364,1.4163544178009033,1.0357307195663452,2.1269681453704834,1,0,0
0,52,3.0,0.5272727272727272,0.9290313720703125,1.095128059387207,0.6671436429023743,0,1,1
0,53,1.0,0.5181818181818182,1.0309507846832275,0.888372004032135,0.9106227159500122,1,0,0
0,54,0.0,0.509090909090909,1.3127434253692627,1.1927615404129028,0.9697177410125732,0,1,0
0,55,4.0,0.5,1.3560371398925781,0.9781681299209595,2.136467456817627,0,0,1
0,56,0.0,0.49090909090909096,1.031470537185669,0.9563819169998169,0.8759019374847412,1,1,0
0,57,3.0,0.4818181818181818,1.2276896238327026,1.1304556131362915,0.9304013252258301,0,0,0
0,58,0.0,0.47272727272727266,1.032087802886963,0.9868429899215698,0.8288055062294006,1,0,1
0,59,4.0,0.4636363636363636,1.2444701194763184,0.948852002620697,2.061868190765381,0,0,0
0,60,0.0,0.4545454545454545,0.9592664837837219,0.9332240223884583,0.7920297384262085,1,0,0
0,61,0.0,0.44545454545454544,1.0949586629867554,0.9151425957679749,0.8116165995597839,0,0,0
0,62,4.0,0.4363636363636363,1.024688959121704,1.4371507167816162,0.8166536092758179,1,1,1
0,63,0.0,0.42727272727272725,0.9375139474868774,0.8485122919082642,0.8233473896980286,0,0,1
0,64,4.0,0.4181818181818181,1.1454476118087769,0.9174143075942993,0.8175178170204163,0,0,0
0,65,0.0,0.40909090909090906,0.9098497033119202,0.7714687585830688,0.8055071234703064,0,0,1
0,66,4.0,0.4,1.1605465412139893,1.1484874486923218,0.8124118447303772,1,1,1
0,67,0.0,0.3909090909090909,1.181854486465454,0.702538251876831,1.8975926637649536,0,0,0
0,68,3.0,0.38181818181818183,0.8725823163986206,0.931161105632782,0.7347961068153381,0,0,0
0,69,0.0,0.3727272727272727,0.9510257840156555,1.2147235870361328,0.7128146886825562,1,1,0
0,70,0.0,0.36363636363636365,1.1754655838012695,1.2375534772872925,0.7522937655448914,0,1,0
0,71,0.0,0.3545454545454546,1.1740574836730957,0.9661889672279358,0.6894893646240234,0,0,0
0,72,0.0,0.34545454545454546,1.2261651754379272,0.5199302434921265,1.7971149682998657,0,1,0
0,73,0.0,0.3363636363636364,1.1583341360092163,0.9660385847091675,0.6476629972457886,0,0,0
0,74,0.0,0.32727272727272727,0.9166830778121948,1.053055763244629,0.5906306505203247,0,1,0
0,75,3.0,0.3181818181818181,0.8074690699577332,0.4498109221458435,0.60914546251297,0,0,0
0,76,3.0,0.3090909090909091,0.7938455939292908,0.4201638400554657,0.5876846313476562,0,1,0
0,77,0.0,0.29999999999999993,0.7743685245513916,0.38739585876464844,0.5649821758270264,1,1,0
0,78,2.0,0.2909090909090909,1.3083748817443848,0.3529106378555298,1.7031280994415283,1,0,0
0,79,3.0,0.28181818181818175,1.1413377523422241,1.4679113626480103,0.5999279022216797,0,0,1
0,80,3.0,0.2727272727272727,0.7233585119247437,0.2995838522911072,0.5114443898200989,0,0,1
0,81,0.0,0.26363636363636356,0.706771731376648,0.4741000533103943,0.43874499201774597,1,1,0
0,82,3.0,0.2545454545454545,1.1446393728256226,1.5630826950073242,0.5549160242080688,0,0,0
0,83,4.0,0.24545454545454548,0.6692135334014893,0.24662384390830994,0.4549868702888489,0,0,0
0,84,0.0,0.23636363636363633,0.6481700539588928,0.41587579250335693,0.37710851430892944,0,0,0
0,85,0.0,0.2272727272727273,1.4463438987731934,0.22035589814186096,1.6993056535720825,0,0,0
0,86,3.0,0.21818181818181814,1.1544766426086426,1.6389367580413818,0.4835856258869171,1,0,1
0,87,0.0,0.2090909090909091,1.4686232805252075,0.20107117295265198,1.6800438165664673,0,0,0
0,88,4.0,0.20000000000000007,1.1406898498535156,1.100507140159607,0.38331717252731323,1,0,0
0,89,0.0,0.19090909090909092,1.1213213205337524,1.593719720840454,0.46850740909576416,1,0,0
0,90,0.0,0.18181818181818188,1.4438748359680176,0.20594926178455353,1.6016120910644531,0,1,1
0,91,3.0,0.17272727272727273,1.421109676361084,0.21306465566158295,1.554605484008789,1,1,0
0,92,0.0,0.16363636363636358,0.654803454875946,0.21695895493030548,0.3791179358959198,1,0,0
0,93,2.0,0.15454545454545443,0.6686670184135437,0.21760062873363495,0.38588032126426697,1,0,0
0,94,4.0,0.1454545454545454,0.8568128347396851,0.7611574530601501,0.3082164525985718,0,0,0
0,95,0.0,0.13636363636363635,0.8554214239120483,0.7468023300170898,0.30506226420402527,0,1,0
0,96,4.0,0.1272727272727272,0.6530947089195251,0.19422651827335358,0.38562434911727905,0,1,0
0,97,3.0,0.11818181818181817,1.0309360027313232,1.4928045272827148,0.5071607828140259,0,1,0
0,98,0.0,0.10909090909090902,1.0302568674087524,0.9583712220191956,0.36651578545570374,1,0,0
0,99,0.0,0.09999999999999998,0.6129546165466309,0.18222741782665253,0.3516397476196289,0,1,0
